MAP_ID	GAMESVR_SET_1	GAMESVR_SET_2	GAMESVR_SET_3	GAMESVR_SET_4	GAMESVR_SET_5	GAMESVR_SET_6	GAMESVR_SET_7	GAMESVR_SET_8	GAMESVR_SET_9	GAMESVR_SET_10	GAMESVR_SET_11	GAMESVR_SET_12	GAMESVR_SET_13	GAMESVR_SET_14	GAMESVR_SET_15	GAMESVR_SET_16	Ghi chú
1417	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Khu chuẩn bị liên đấu (sơ) (5)
1418	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Khu chuẩn bị liên đấu (sơ) (6)
1419	1	1	1	2	3	3	7	3	3	3	3	3	3	3	3	3	Khu chuẩn bị liên đấu (sơ) (7)
1420	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu chuẩn bị liên đấu (sơ) (8)
1421	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	Khu chuẩn bị liên đấu (sơ) (9)
1422	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Khu chuẩn bị liên đấu (sơ) (10)
1423	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Khu chuẩn bị liên đấu (sơ) (11)
1424	1	1	1	2	3	3	7	3	3	3	3	3	3	3	3	3	Khu chuẩn bị liên đấu (sơ) (12)
1425	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Đấu trường liên đấu (sơ) (1)
1426	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Đấu trường liên đấu (sơ) (2)
1427	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	Đấu trường liên đấu (sơ) (3)
1428	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Đấu trường liên đấu (sơ) (4)
1429	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Đấu trường liên đấu (sơ) (5)
1430	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Đấu trường liên đấu (sơ) (6)
1431	1	1	1	2	3	3	7	3	3	3	3	3	3	3	3	3	Đấu trường liên đấu (sơ) (7)
1432	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Đấu trường liên đấu (sơ) (8)
1433	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	Đấu trường liên đấu (sơ) (9)
1434	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Đấu trường liên đấu (sơ) (10)
1435	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Đấu trường liên đấu (sơ) (11)
1436	1	1	1	2	3	3	7	3	3	3	3	3	3	3	3	3	Đấu trường liên đấu (sơ) (12)
1437	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Hội trường liên đấu (cao) (1)
1438	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Hội trường liên đấu (cao) (2)
1439	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	Hội trường liên đấu (cao) (3)
1440	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Hội trường liên đấu (cao) (4)
1441	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Hội trường liên đấu (cao) (5)
1442	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Hội trường liên đấu (cao) (6)
1443	1	1	1	2	3	3	7	3	3	3	3	3	3	3	3	3	Hội trường liên đấu (cao) (7)
1444	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Hội trường liên đấu (cao) (8)
1445	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	Hội trường liên đấu (cao) (9)
1446	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Hội trường liên đấu (cao) (10)
1447	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Hội trường liên đấu (cao) (11)
1448	1	1	1	2	3	3	7	3	3	3	3	3	3	3	3	3	Hội trường liên đấu (cao) (12)
1449	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu chuẩn bị liên đấu (cao) (1)
1450	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Khu chuẩn bị liên đấu (cao) (2)
1451	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	Khu chuẩn bị liên đấu (cao) (3)
1452	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Khu chuẩn bị liên đấu (cao) (4)
1453	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Khu chuẩn bị liên đấu (cao) (5)
1454	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Khu chuẩn bị liên đấu (cao) (6)
1455	1	1	1	2	3	3	7	3	3	3	3	3	3	3	3	3	Khu chuẩn bị liên đấu (cao) (7)
1456	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu chuẩn bị liên đấu (cao) (8)
1457	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	Khu chuẩn bị liên đấu (cao) (9)
1458	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Khu chuẩn bị liên đấu (cao) (10)
1459	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Khu chuẩn bị liên đấu (cao) (11)
1460	1	1	1	2	3	3	7	3	3	3	3	3	3	3	3	3	Khu chuẩn bị liên đấu (cao) (12)
1461	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Đấu trường liên đấu (cao) (1)
1462	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Đấu trường liên đấu (cao) (2)
1463	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	Đấu trường liên đấu (cao) (3)
1464	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Đấu trường liên đấu (cao) (4)
1465	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Đấu trường liên đấu (cao) (5)
1466	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Đấu trường liên đấu (cao) (6)
1467	1	1	1	2	3	3	7	3	3	3	3	3	3	3	3	3	Đấu trường liên đấu (cao) (7)
1468	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Đấu trường liên đấu (cao) (8)
1469	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	Đấu trường liên đấu (cao) (9)
1470	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Đấu trường liên đấu (cao) (10)
1471	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Đấu trường liên đấu (cao) (11)
1472	1	1	1	2	3	3	7	3	3	3	3	3	3	3	3	3	Đấu trường liên đấu (cao) (12)
1473	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Đấu trường nhiều người (sơ) (1)
1474	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Đấu trường nhiều người (sơ) (2)
1475	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	Đấu trường nhiều người (sơ) (3)
1476	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Đấu trường nhiều người (sơ) (4)
1477	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Đấu trường nhiều người (sơ) (5)
1478	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Đấu trường nhiều người (sơ) (6)
1479	1	1	1	2	3	3	7	3	3	3	3	3	3	3	3	3	Đấu trường nhiều người (sơ) (7)
1480	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Đấu trường nhiều người (sơ) (8)
1481	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	Đấu trường nhiều người (sơ) (9)
1482	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Đấu trường nhiều người (sơ) (10)
1483	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Đấu trường nhiều người (sơ) (11)
1484	1	1	1	2	3	3	7	3	3	3	3	3	3	3	3	3	Đấu trường nhiều người (sơ) (12)
1485	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Đấu trường nhiều người (cao) (1)
1486	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Đấu trường nhiều người (cao) (2)
1487	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	Đấu trường nhiều người (cao) (3)
1488	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Đấu trường nhiều người (cao) (4)
1489	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Đấu trường nhiều người (cao) (5)
1490	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Đấu trường nhiều người (cao) (6)
1491	1	1	1	2	3	3	7	3	3	3	3	3	3	3	3	3	Đấu trường nhiều người (cao) (7)
1492	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Đấu trường nhiều người (cao) (8)
1493	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	Đấu trường nhiều người (cao) (9)
1494	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Đấu trường nhiều người (cao) (10)
1495	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Đấu trường nhiều người (cao) (11)
1496	1	1	1	2	3	3	7	3	3	3	3	3	3	3	3	3	Đấu trường nhiều người (cao) (12)
1497	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Đào Nguyên (1)
1498	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Đào Nguyên (2)
1499	1	1	1	2	3	3	7	3	3	3	3	3	3	3	3	3	Đào Nguyên (3)
1500	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Đào Nguyên (4)
1501	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Đào Nguyên (5)
1502	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Đào Nguyên (6)
1503	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	Đào Nguyên (7)
1504	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Sân nhà Án Nhược Tuyết (1)
1505	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Sân nhà Án Nhược Tuyết (2)
1506	1	1	1	2	3	3	7	3	3	3	3	3	3	3	3	3	Sân nhà Án Nhược Tuyết (3)
1507	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Phi Tự Nhai
1508	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Đấu trường liên đấu (sơ) (1)
1509	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Đấu trường liên đấu (sơ) (2)
1510	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	Đấu trường liên đấu (sơ) (3)
1511	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Đấu trường liên đấu (sơ) (4)
1512	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Đấu trường liên đấu (sơ) (5)
1513	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Đấu trường liên đấu (sơ) (6)
1514	1	1	1	2	3	3	7	3	3	3	3	3	3	3	3	3	Đấu trường liên đấu (sơ) (7)
1515	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Đấu trường liên đấu (sơ) (8)
1516	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	Đấu trường liên đấu (sơ) (9)
1517	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Đấu trường liên đấu (sơ) (10)
1518	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Đấu trường liên đấu (sơ) (11)
1519	1	1	1	2	3	3	7	3	3	3	3	3	3	3	3	3	Đấu trường liên đấu (sơ) (12)
1520	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Đấu trường liên đấu (cao) (1)
1521	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Đấu trường liên đấu (cao) (2)
1522	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	Đấu trường liên đấu (cao) (3)
1523	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Đấu trường liên đấu (cao) (4)
1524	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Đấu trường liên đấu (cao) (5)
1525	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Đấu trường liên đấu (cao) (6)
1526	1	1	1	2	3	3	7	3	3	3	3	3	3	3	3	3	Đấu trường liên đấu (cao) (7)
1527	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Đấu trường liên đấu (cao) (8)
1528	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	Đấu trường liên đấu (cao) (9)
1529	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Đấu trường liên đấu (cao) (10)
1530	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Đấu trường liên đấu (cao) (11)
1531	1	1	1	2	3	3	7	3	3	3	3	3	3	3	3	3	Đấu trường liên đấu (cao) (12)
1536	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Tần Lăng 1
1537	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Tần Lăng 2
1538	1	1	1	2	3	3	7	3	3	3	3	3	3	3	3	3	Tần Lăng 3
1539	1	1	1	2	3	3	7	3	3	3	3	3	3	3	3	3	Tần Lăng 4
1540	1	1	1	2	3	3	7	3	3	3	3	3	3	3	3	3	Tần Lăng 5
1541	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	Lâm An Phủ-Thánh Triều Các
1542	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Tiêu Dao Cốc
1543	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Tiêu Dao Cốc
1544	1	1	1	2	3	3	7	3	3	3	3	3	3	3	3	3	Tiêu Dao Cốc
1545	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Tiêu Dao Cốc
1546	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Tiêu Dao Cốc
1547	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Tiêu Dao Cốc
1548	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	Tiêu Dao Cốc
1635	1	1	1	1	4	4	4	4	4	4	4	4	4	4	4	4	Gia Dụ Quan Chiến-Dương Châu 1
1636	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	Gia Dụ Quan Chiến-Dương Châu 2
1637	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Gia Dụ Quan Chiến-Dương Châu 3
1638	1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	Gia Dụ Quan Chiến-Phượng Tường 1
1639	1	2	2	4	2	5	3	7	7	7	7	7	7	7	7	7	Gia Dụ Quan Chiến-Phượng Tường 2
1640	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Gia Dụ Quan Chiến-Phượng Tường 3
1641	1	2	2	4	5	5	7	8	8	8	8	8	8	8	8	8	Gia Dụ Quan Chiến-Tương Dương 1
1642	1	2	2	4	5	5	7	8	8	8	8	8	8	8	8	8	Gia Dụ Quan Chiến-Tương Dương 2
1643	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Gia Dụ Quan Chiến-Tương Dương 3
1665	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Mật Thất Du Long (1)
1666	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Mật Thất Du Long (2)
1667	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Mật Thất Du Long (3)
1668	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Mật Thất Du Long (4)
1669	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	Mật Thất Du Long (5)
1670	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	Mật Thất Du Long (6)
1671	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	Mật Thất Du Long (7)
1672	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	Mật Thất Du Long (8)
1673	1	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	Mật Thất Du Long (9)
1674	1	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	Mật Thất Du Long (10)
1675	1	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	Mật Thất Du Long (11)
1676	1	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	Mật Thất Du Long (12)
1677	1	2	3	4	4	4	4	4	4	4	4	4	4	4	4	4	Mật Thất Du Long (13)
1678	1	2	3	4	4	4	4	4	4	4	4	4	4	4	4	4	Mật Thất Du Long (14)
1679	1	2	3	4	4	4	4	4	4	4	4	4	4	4	4	4	Mật Thất Du Long (15)
1680	1	2	3	4	4	4	4	4	4	4	4	4	4	4	4	4	Mật Thất Du Long (16)
1681	1	2	3	4	5	5	5	5	5	5	5	5	5	5	5	5	Mật Thất Du Long (17)
1682	1	2	3	4	5	5	5	5	5	5	5	5	5	5	5	5	Mật Thất Du Long (18)
1683	1	2	3	4	5	5	5	5	5	5	5	5	5	5	5	5	Mật Thất Du Long (19)
1684	1	2	3	4	5	5	5	5	5	5	5	5	5	5	5	5	Mật Thất Du Long (20)
1685	1	2	3	4	5	6	6	6	6	6	6	6	6	6	6	6	Mật Thất Du Long (21)
1686	1	2	3	4	5	6	6	6	6	6	6	6	6	6	6	6	Mật Thất Du Long (22)
1687	1	2	3	4	5	6	6	6	6	6	6	6	6	6	6	6	Mật Thất Du Long (23)
1688	1	2	3	4	5	6	6	6	6	6	6	6	6	6	6	6	Mật Thất Du Long (24)
1689	1	2	3	4	5	6	7	7	7	7	7	7	7	7	7	7	Mật Thất Du Long (25)
1690	1	2	3	4	5	6	7	7	7	7	7	7	7	7	7	7	Mật Thất Du Long (26)
1691	1	2	3	4	5	6	7	7	7	7	7	7	7	7	7	7	Mật Thất Du Long (27)
1692	1	2	3	4	5	6	7	7	7	7	7	7	7	7	7	7	Mật Thất Du Long (28)
