TotalFile:3900	PakTime:2010-4-26 18:54:34	PakTimeSave:4bd570ea	CRC:9ac01ea
Index	ID	Time	FileName	Size	InPakSize	ComprFlag	CRC
1807	7e2541fc	2009-9-16 19:52:59	\setting\battle\map\pingyuan\houying3junyiguan.txt	35	35	0	62d30baf
1808	7e339acd	2009-11-30 10:7:54	\setting\event\jieri\200812_xmas\snowman\xuerenzhizhong.txt	130	115	4	4e876598
1809	7e63f3d5	2007-12-11 14:41:52	\setting\map\map_info\baihuagu\trap\to_daliduanshi.txt	195	94	4	7181d764
1810	7e7575ff	2009-4-23 17:27:8	\setting\domainbattle\domain_npc_pos6.txt	29	29	0	8661571a
1811	7e80bcaf	2010-3-26 19:34:58	\setting\player\repute.xml	17612	1449	4	840cee36
1812	7e82c04e	2007-9-29 16:4:44	\setting\map\map_info\zhanchang_xiagu_yangzhou\trap\qianying1_yewai.txt	601	235	4	31b5e772
1813	7ea49486	2008-10-27 15:47:19	\setting\map\map_info\chiyoudong\npc\area4.txt	1573	710	4	243f24b
1814	7eab4ad3	2008-5-24 15:13:47	\setting\map\map_info\longhuhuanjing_1_jjc\trap\to_longhuhuanjing.txt	442	174	4	55f72de
1815	7ebba8be	2010-3-24 10:17:55	\setting\item\001\other\eventpresent.txt	3373	1177	4	f11e0df0
1816	7ebde665	2008-7-25 12:38:37	\setting\map\map_info\hanshangucha\npc\lvshuijing.txt	55	51	4	85b69a0f
1817	7ecd632f	2008-6-27 21:57:52	\setting\event\manager\readme\default_map.txt	60	60	0	7b521d0b
1818	7edfd013	2008-5-24 15:4:12	\setting\map\map_info\baihuazhen_2_xczhf\npc\cuiyanmendizi.txt	97	74	4	94e06dea
1819	7ef27301	2008-7-8 11:3:24	\setting\map\map_info\huanghelou\npc\area3.txt	1301	562	4	dac1f620
1820	7efcea68	2008-11-13 18:53:16	\setting\boss\cangbaotu\2766.ini	292	182	4	7dfd5faf
1821	7efd354f	2008-6-20 14:50:37	\setting\map\map_info\baihutangsanceng_1\info.txt	315	238	4	1146b2bb
1822	7f18e628	2009-12-18 20:24:55	\setting\partner\npcexp.txt	317	186	4	a1dbd792
1823	7f27ba39	2008-3-25 0:44:38	\setting\map\map_info\huanhuaxi\npc\changqiangbing.txt	279	159	4	9f7fe993
1824	7f2e0e3c	2009-9-28 11:46:41	\setting\map\map_info\guzhanchang\info.txt	1502	562	4	dc3e0f52
1825	7f42678a	2008-3-17 16:11:30	\setting\map\map_info\qingluodao\npc\hantuozhouhuwei.txt	69	55	4	53283634
1826	7f467393	2009-9-16 19:52:59	\setting\map\map_info\zhanchang_pingyuan_xiangyang\trap\houying3_daying3.txt	293	129	4	9b40fb66
1827	7f58f932	2008-8-21 18:5:53	\setting\event\compensate\compensate_common20080715.txt	24064	10138	4	733da86e
1828	7f68659a	2010-1-30 23:14:33	\setting\map\map_info\hl_huangjia\npc\huatong.txt	545	310	4	1ff3e0d5
1829	7f72a6dc	2007-6-9 12:56:32	\setting\map\map_info\yanziwu_1\trap\to_yanziwu_2.txt	419	152	4	c0a4cc48
1830	7f92c6e9	2008-5-25 23:39:46	\setting\kin\kingame\room09\obstacletrap.txt	57	54	4	cbc8e542
1831	7f9a14bc	2009-1-9 21:27:11	\setting\map\map_info\xuezhangzhunbei\info.txt	289	223	4	1ae198b6
1832	7fa34356	2008-5-25 23:39:46	\setting\kin\kingame\room19\difnpctemplet.txt	60	57	4	c3dbf079
1833	7fdc333f	2008-5-29 15:8:29	\setting\map\map_info\mingjiao\trap\to_balingxian.txt	349	134	4	43bacdce
1834	7fe9191f	2008-8-13 19:51:14	\setting\npc\droprate\guanfutongji\tongji_lv95.txt	1859	550	4	f7528998
1835	7ffeea0b	2007-6-12 23:10:35	\setting\task\random\entity_finditem.txt	1048	244	4	c2935222
1836	801cb0a2	2008-10-27 15:47:23	\setting\map\map_info\dunhuanggucheng\trap\to_longmenzhen.txt	363	156	4	58c1daf6
1837	80322150	2009-1-4 9:55:45	\setting\map\map_info\longhuhuanjing_1_tycjs4\info.txt	531	343	4	cd347089
1838	80419d6a	2008-9-1 9:53:28	\setting\map\map_info\funiushanjunying\npc\yijunjingrui.txt	57	56	4	9120f306
1839	805fccac	2008-4-21 14:21:59	\setting\map\map_info\baihuazhen_2\npc\ziyigaoshou.txt	391	221	4	8303ce71
1840	8065abb7	2008-11-20 10:12:24	\setting\map\map_info\mobeicaoyuan\npc\lanlumaozei.txt	335	209	4	a4914f92
1841	807d0bb1	2010-4-22 14:20:3	\setting\chat\chatsent.flt	8257	4396	4	9506a5c9
1842	807ef055	2007-8-30 14:18:45	\setting\map\map_info\xixiahuangling\npc\area3.txt	2395	1066	4	71d67c5f
1843	8086a0f9	2008-1-21 15:10:6	\setting\map\map_info\baihutangsanceng_2\trap\to_exit.txt	455	158	4	b569193e
1844	8087013e	2007-9-11 14:36:50	\setting\map\map_info\yuanshisenlin_2\trap\to_ganlugu.txt	363	129	4	c02dd744
1845	808dae25	2008-5-25 23:39:46	\setting\kin\kingame\room18\obstacletrap.txt	57	54	4	c557df79
1846	808f65cf	2007-9-17 18:2:2	\setting\map\map_info\tianlongsi\npc\shouwei.txt	69	54	4	2e0f4223
1847	8096d3e5	2009-4-13 10:10:18	\setting\event\vipplayerlist\08vipplayerlist.txt	91852	45386	4	9c42a088
1848	80ae097b	2007-6-14 14:4:26	\setting\map\map_info\dasanguan_shinei\trap\to_jianzhongwai.txt	251	108	4	e9fcbfa9
1849	80b05795	2008-1-28 19:48:39	\setting\map\map_info\wudujiao_shinei\info.txt	229	175	4	92bb7e25
1850	80d95e6f	2007-8-23 18:59:56	\setting\map\map_info\fenglingdu\trap\to_taihanggujing.txt	517	179	4	a8ba78cc
1851	80e12945	2009-11-13 15:38:0	\setting\item\001\extern\value\strengthen_value.txt	182	118	4	fb9976f
1852	80f39cc1	2008-11-11 18:17:1	\setting\npc\droprate\droprate008_jingying.txt	1624	527	4	28267f0d
1853	80f53ad1	2009-1-4 9:51:58	\setting\map\map_info\hupanzhulin_1_jld\info.txt	498	334	4	e5ddc00
1854	81043b12	2009-7-23 17:52:34	\setting\npc\droprate\baihutang\boss_7.txt	272	164	4	19c49053
1855	813a5fb8	2007-9-5 10:19:35	\setting\map\map_info\linanfu_shinei\trap\to_exit10.txt	363	175	4	276f007a
1856	816486fc	2008-12-15 18:33:35	\setting\map\map_info\afanggongfeixu\npc\area4.txt	3163	1196	4	d0c4ac13
1857	81a111fc	2007-9-20 17:30:32	\setting\map\map_info\yaowangdong\npc\area3.txt	2477	1076	4	1e930ba3
1858	81a2cafe	2008-5-25 23:39:46	\setting\kin\kingame\room11\difnpctemplet.txt	60	57	4	60101e66
1859	81a56b6f	2008-10-27 15:47:32	\setting\map\map_info\huosirenmu\npc\area1.txt	1667	687	4	5b4bcd5d
1860	81aca836	2007-6-14 14:4:56	\setting\map\map_info\longmenshiku\trap\to_bianjingfu.txt	461	152	4	a442ed30
1861	81acc6b6	2010-3-26 19:34:44	\setting\mission\gbwlls\league_type\singlefaction.txt	1586	802	4	8fab3649
1862	81c0008d	2008-8-29 16:53:50	\setting\map\map_info\funiushanhoushan\npc\jiangong.txt	349	210	4	42166fa0
1863	81cdedc5	2007-8-16 21:21:5	\setting\map\map_info\tianzhufeng\trap\to_wudangpai.txt	545	179	4	5360495a
1864	81d2c69c	2008-5-25 23:39:46	\setting\kin\kingame\room27\fixindex.txt	172	111	4	c584e31d
1865	81e701d3	2007-9-6 17:6:19	\setting\map\map_info\baizushiji\trap\to_shiguzhen.txt	251	116	4	66c2898
1866	81fae300	2008-8-21 11:28:2	\setting\map\map_info\balingxian\trap\to_wulingshan.txt	363	143	4	b53f8107
1867	8203321b	2008-5-25 23:39:45	\setting\kin\kingame\room08\fixindex.txt	69	69	0	4f68b698
1868	8209b21f	2008-5-25 23:39:46	\setting\kin\kingame\room23\fixindex.txt	67	67	0	74c01b6e
1869	822722f1	2008-12-15 18:33:40	\setting\map\map_info\yelangjiuxu\trap\to_miaoling.txt	377	142	4	dffb96bc
1870	822e17e9	2008-3-17 20:54:28	\setting\map\map_info\qingluodao\npc\tieshenshicong.txt	83	65	4	47261c8c
1871	82367a0d	2009-3-31 17:14:40	\setting\map\map_info\tianrenjiao\info.txt	3348	967	4	6628db13
1872	82371db5	2008-10-27 15:47:32	\setting\map\map_info\huosirenmu\npc\area2.txt	1343	529	4	6eee84d9
1873	8240e404	2008-7-25 12:47:12	\setting\task\merchant\type_collectitem.txt	1734	836	4	1d2bc924
1874	82457511	2008-3-20 15:27:43	\setting\map\map_info\longquancun\trap\to_changgemen.txt	363	153	4	b8aeeb2b
1875	824e4c96	2008-8-13 11:3:56	\setting\event\collectcard\baoxiang.txt	561	288	4	9a160ea2
1876	826239b9	2008-9-1 9:53:28	\setting\map\map_info\funiushanjunying\npc\nonghu.txt	99	81	4	5e4cde9e
1877	826c8eff	2009-11-30 11:29:54	\setting\event\jieri\200812_xmas\giftbox.txt	634	362	4	f08fdbc3
1878	8272c89c	2008-3-17 16:15:21	\setting\map\map_info\talin_2\npc\shaolindizi.txt	181	133	4	b91585dc
1879	8292299d	2008-3-17 15:53:10	\setting\map\map_info\jinguohuangling_2\npc\dizilaofanren.txt	881	444	4	12921988
1880	82aa79cc	2007-9-17 14:19:59	\setting\map\map_info\yuanshisenlin_2\trap\to_yuanshisenlin_1.txt	615	197	4	3534f62
1881	82abf6f2	2009-1-4 10:1:24	\setting\map\map_info\wudangpai_shinei\info.txt	378	285	4	693270d8
1882	82ad638f	2008-8-21 11:28:26	\setting\map\map_info\wulingshan\npc\area3.txt	2309	903	4	57179b2f
1883	82bc270f	2008-4-15 14:10:59	\setting\map\map_info\funiushan\npc\area4.txt	1063	476	4	775b445d
1884	82c18d51	2009-3-31 17:14:30	\setting\map\map_info\diancangshan\info.txt	3528	1086	4	bf87b300
1885	82c47d7a	2007-6-9 12:54:50	\setting\map\map_info\hanshuigudu_shinei\trap\to_exit18.txt	307	143	4	ad5dee53
1886	82c6a278	2007-7-2 14:28:15	\setting\map\map_info\jinguohuangling_2_shinei\trap\to_exit22.txt	223	110	4	fd19409e
1887	83002161	2007-6-9 12:56:48	\setting\map\map_info\yuanshisenlin_2_shinei\trap\to_exit24.txt	195	97	4	5a05a333
1888	830101f9	2008-12-15 18:33:38	\setting\map\map_info\mengguwangting\npc\area1.txt	2393	1023	4	db21f22f
1889	830955a4	2009-5-22 10:58:16	\setting\map\map_info\longzhoubisaichang\trap\pm54.txt	475	206	4	12b07199
1890	8343a57f	2008-4-15 10:54:56	\setting\map\map_info\xiangshuidong\npc\maoshou.txt	139	106	4	d4eb6ee7
1891	8345236a	2008-5-22 16:16:23	\setting\battle\map\xibei\daying1_2.txt	123	83	4	db205349
1892	8357dbe9	2008-3-17 20:53:45	\setting\map\map_info\longhuhuanjing_1\npc\ditangdaochuanren.txt	273	168	4	8c115cdc
1893	835fa5a8	2009-8-31 14:11:43	\setting\map\map_info\balingxian\info.txt	6799	1976	4	df69a94e
1894	8366b142	2008-5-25 23:39:46	\setting\kin\kingame\room21\diftrap.txt	262	152	4	98fd39eb
1895	83719752	2007-6-9 12:56:45	\setting\map\map_info\yuanshisenlin_2\trap\to_yinfang.txt	125	77	4	da9707f2
1896	8390cdff	2008-10-10 21:16:59	\setting\event\qqshow\qqshow_gate0606.txt	35010	25410	4	c2f68def
1897	83936b33	2008-7-25 12:38:37	\setting\map\map_info\dasanguan\npc\meiguihongju.txt	83	71	4	1d9fb46b
1898	839cd348	2009-1-4 9:54:1	\setting\map\map_info\liansaihuichang\info.txt	688	329	4	7a2e7832
1899	83cdc947	2008-6-20 17:1:59	\setting\map\map_info\tianrenjiao\trap\digong_yunzhongzhen.txt	503	186	4	bf24a339
1900	83e27202	2008-5-24 15:9:12	\setting\map\map_info\jianxingfeng_ceng3\trap\to_jianxingfeng.txt	209	96	4	a858c532
1901	83e2b361	2010-4-9 21:21:14	\setting\event\jieri\20100501_laborday\npc_soldier137.txt	433	243	4	28f099b
1902	8406e1bc	2007-6-9 12:56:48	\setting\map\map_info\yuanshisenlin_2_shinei\trap\to_exit23.txt	181	93	4	ba1f7621
1903	841b16c3	2007-8-30 14:18:45	\setting\map\map_info\xixiahuangling\npc\area2.txt	1954	838	4	401e72a3
1904	8428df35	2007-7-2 14:28:7	\setting\map\map_info\jinguohuangling_2_shinei\trap\to_exit21.txt	265	124	4	b4bfc25d
1905	843dcb3b	2008-3-12 22:40:4	\setting\map\map_info\xiangyangfu\trap\to_yonglezhen.txt	221	95	4	853eed21
1906	844217cd	2008-5-9 14:42:41	\setting\map\map_info\jiuyixi\npc\tianwangbangdizi.txt	125	94	4	fac80f95
1907	844334c2	2008-5-24 15:20:15	\setting\map\map_info\yuanshisenlin_2_mshjs\trap\to_dingtaoling.txt	265	116	4	50acac88
1908	844600c0	2008-11-27 21:34:6	\setting\map\map_info\wuyishan\npc\toushuzei.txt	181	115	4	21895e3
1909	844adb72	2008-12-15 18:33:39	\setting\map\map_info\shennvfeng\trap\to_sanxiazhandao.txt	447	174	4	10b070bb
1910	8453e308	2008-8-28 14:37:57	\setting\npc\droprate\baihutang\boss_6.txt	271	164	4	8deb40b2
1911	846771a6	2010-4-9 21:21:14	\setting\event\jieri\20100501_laborday\npc_soldier136.txt	429	240	4	ce545e6a
1912	846a77fe	2008-5-25 23:39:46	\setting\kin\kingame\room30\obstacletrap.txt	57	54	4	f643cb31
1913	847cc562	2009-9-23 18:30:19	\setting\player\gb_sportbuf_def.txt	222	210	4	52c4960f
1914	847e3ab0	2009-8-31 14:11:49	\setting\map\map_info\longmenzhen\info.txt	6370	1932	4	aadce82b
1915	848175ea	2007-9-4 19:0:24	\setting\map\map_info\erhaimoyan\npc\luyuankanshou.txt	55	50	4	843e5dcd
1916	84a6b547	2008-5-25 23:39:45	\setting\kin\kingame\room01\fixindex.txt	122	119	4	92cdd14
1917	84ab4a41	2009-11-30 10:7:54	\setting\event\jieri\200812_xmas\snowman\xuerenguoguo\1_xiangyang.txt	1391	643	4	c63b3ac9
1918	84ddfda1	2007-10-19 22:28:27	\setting\map\map_info\jiangjincun\trap\to_changjianghegu.txt	391	142	4	dad7e60a
1919	8500f344	2008-3-25 0:44:24	\setting\map\map_info\gusushuixie\npc\area4.txt	974	463	4	cb40ad3e
1920	85013d6a	2008-12-15 18:33:35	\setting\map\map_info\afanggongfeixu\npc\area3.txt	3093	1160	4	1b5e3a32
1921	850cb567	2007-9-20 17:30:32	\setting\map\map_info\yaowangdong\npc\area2.txt	1973	838	4	f97dbb98
1922	85345bed	2008-9-11 17:30:44	\setting\map\map_info\funiushanhoushan\npc\shanshu.txt	125	87	4	81ee9646
1923	854ca911	2008-4-15 14:10:55	\setting\map\map_info\funiushan\npc\area2.txt	1343	641	4	f69335b7
1924	85560ae8	2007-12-21 18:2:29	\setting\map\map_info\linanfu\trap\to_caishiji.txt	559	197	4	bd8740e2
1925	8567b02f	2007-6-9 12:56:47	\setting\map\map_info\yuanshisenlin_2_shinei\npc\gaibangwushi.txt	83	60	4	bede9771
1926	8568bf20	2009-3-20 16:39:17	\setting\boss\xoyogame\huqian.ini	1162	436	4	ec0e6d50
1927	8573dff0	2009-6-26 18:1:24	\setting\map\map_info\huashan\info.txt	1946	693	4	f9032f5
1928	85814ef3	2008-8-21 11:28:26	\setting\map\map_info\wulingshan\npc\area1.txt	3477	1332	4	552a58
1929	85ae2319	2008-3-18 9:17:25	\setting\map\map_info\kunlunpai\trap\to_fengxiangfu.txt	405	162	4	c53fd875
1930	85d38089	2008-10-10 21:16:59	\setting\event\qqshow\qqshow_gate0604.txt	35010	25403	4	69b2e996
1931	85d44a7f	2007-6-9 12:55:33	\setting\map\map_info\pengliguze\trap\to_caishiji.txt	273	112	4	8a716f0e
1932	85f78246	2007-6-9 12:56:32	\setting\map\map_info\yanziwu_1\trap\to_liugui.txt	130	68	4	951df44e
1933	86137139	2008-8-21 11:28:26	\setting\map\map_info\wulingshan\npc\area2.txt	1875	747	4	131f54ce
1934	86175da0	2008-7-8 10:3:22	\setting\map\map_info\huanghelou\npc\erduiyanbangbangshou.txt	307	181	4	2cb3d46f
1935	86271406	2007-6-9 12:56:32	\setting\map\map_info\yanziwu_1\npc\milu.txt	181	106	4	e479a87c
1936	8634ee08	2008-4-15 14:10:57	\setting\map\map_info\funiushan\npc\area3.txt	1035	493	4	9c6d9d7
1937	863836b4	2009-9-7 17:52:56	\setting\item\001\magic\magicattrib.txt	118506	15883	4	1561bd80
1938	86491fb7	2007-6-9 12:55:9	\setting\map\map_info\jiulaofeng\trap\to_ciyunan.txt	122	74	4	8c1f672f
1939	8653e85d	2008-5-22 16:16:23	\setting\battle\map\xibei\daying1_1.txt	125	76	4	65e62ddf
1940	866da661	2007-6-14 14:4:13	\setting\map\map_info\bangyuanmidong\trap\to_cangyinshi.txt	125	69	4	6c5b168f
1941	867460b2	2008-12-19 22:45:39	\setting\boss\domain\nansong.ini	765	323	4	4f66b3fc
1942	868ec8ab	2008-11-27 21:34:6	\setting\map\map_info\wuyishan\npc\hongyitoumu.txt	69	63	4	1724c56
1943	86a58edb	2009-1-4 9:54:43	\setting\map\map_info\linanfu_shenfumishi\info.txt	444	321	4	3171c29f
1944	86c64923	2007-6-14 14:4:13	\setting\map\map_info\bangyuanmidong\trap\to_jianzhong.txt	237	100	4	e198d66b
1945	86de386b	2009-2-4 17:18:39	\setting\task\treasuremap\treasuremap_pos.txt	7543	1774	4	b572b157
1946	86eb3de6	2009-2-27 23:11:45	\setting\player\honor_level.txt	1722	433	4	2a151952
1947	86f26f44	2008-10-10 21:16:59	\setting\event\qqshow\qqshow_gate0605.txt	35010	25440	4	b8736a21
1948	8702f2db	2008-11-27 21:22:34	\setting\map\map_info\changgemen_cefang2\npc\xizuotouling.txt	41	41	0	b0b62084
1949	870ac9d9	2008-3-12 22:39:52	\setting\map\map_info\hanshuigudu\npc\caobangdaoling.txt	97	82	4	19988980
1950	870d726d	2008-8-21 11:28:22	\setting\map\map_info\miaoling\npc\area4.txt	2309	901	4	8fce646a
1951	8720cf4f	2008-8-22 9:30:26	\setting\npc\droprate\shenmibaoku\boss_xiangyuxian.txt	885	335	4	e66613b9
1952	87296a8e	2008-11-11 18:17:13	\setting\npc\droprate\droprate010_jingying.txt	1674	520	4	7b8cbd47
1953	874c11d6	2009-5-22 10:58:16	\setting\map\map_info\longzhoubisaichang\trap\pm53.txt	433	149	4	3cc1087e
1954	8754a363	2009-1-4 10:1:44	\setting\map\map_info\wulinleitai_fengxiang\info.txt	352	254	4	987159b
1955	8755391f	2008-8-21 11:43:3	\setting\map\map_info\funiushan\trap\to_shugangmijing.txt	475	162	4	a285243f
1956	876c5411	2009-1-4 10:2:12	\setting\map\map_info\xiagu4\info.txt	1250	476	4	d78fb638
1957	878d8723	2009-6-9 10:43:11	\setting\boss\task130to140\4592.ini	126	125	4	ce9cc71a
1958	87a39411	2007-6-9 12:54:50	\setting\map\map_info\hanshuigudu_shinei\trap\to_exit17.txt	251	120	4	5dbbc837
1959	87bed785	2009-1-4 9:50:17	\setting\map\map_info\duanshihuangling\info.txt	1559	604	4	44a28cd7
1960	87ea5011	2008-5-24 15:2:42	\setting\map\map_info\huangshangqingong\trap\to_exit518.txt	279	122	4	45f12387
1961	87ebbee1	2008-5-22 16:16:38	\setting\map\map_info\zhanchang_shangu_yangzhou\trap\daying3_yewai.txt	1189	492	4	870c28cf
1962	880b0fa8	2007-6-9 12:54:50	\setting\map\map_info\hanshuigudu_shinei\trap\to_exit16.txt	279	132	4	3f155395
1963	881e2278	2007-6-9 12:54:55	\setting\map\map_info\huanhuaxi_shinei\npc\muren2.txt	251	142	4	f9f424f1
1964	88278d31	2008-7-8 11:3:47	\setting\map\map_info\xixiahuangling\npc\area1.txt	1577	742	4	c8906d1a
1965	882ba078	2008-8-21 11:28:24	\setting\map\map_info\shiguzhen\trap\to_miaoling.txt	601	220	4	c12755d9
1966	8831bb4b	2008-11-24 9:59:14	\setting\mission\wlls\league_trap\minimap_trap.txt	1413	679	4	775df83b
1967	8841a732	2008-8-21 11:28:13	\setting\map\map_info\huashan\npc\area4.txt	2911	1107	4	a4f63f94
1968	8846b59a	2009-1-4 9:55:22	\setting\map\map_info\longhuhuanjing_1_qxzs1\info.txt	469	327	4	8fbb78b4
1969	8847e1db	2008-5-22 16:16:23	\setting\battle\map\xibei\dajiang3.txt	68	58	4	9c0b2546
1970	885ca2db	2008-5-25 23:39:45	\setting\kin\kingame\room01\obstacletrap.txt	21	21	0	cc4e6f4b
1971	8888aba7	2008-11-13 18:53:16	\setting\boss\cangbaotu\2773.ini	308	176	4	96c3fea5
1972	88ab66d0	2008-5-22 16:16:23	\setting\battle\map\xibei\houying1junyiguan.txt	35	35	0	54fe15a7
1973	88c5101a	2008-4-15 14:10:53	\setting\map\map_info\funiushan\npc\area1.txt	671	346	4	6dd914f8
1974	88db699b	2010-3-26 19:5:20	\setting\map\map_info\yunling\info.txt	363	272	4	15c649c4
1975	88e828c2	2008-4-15 14:12:35	\setting\map\map_info\yaowangdong\npc\area1.txt	1693	757	4	9712083e
1976	88ec16af	2007-8-16 21:21:5	\setting\map\map_info\gusushuixie\npc\area3.txt	1483	592	4	b7c4e0c6
1977	88f05542	2009-9-16 19:52:59	\setting\battle\map\pingyuan\houying3.txt	57	46	4	807a2cbf
1978	88f4ba5a	2007-12-21 18:2:30	\setting\map\map_info\linanfu\trap\to_zhaoruyu.txt	153	78	4	e10f2cd1
1979	88fb3cdb	2010-4-9 21:21:14	\setting\event\jieri\20100501_laborday\npc_soldier135.txt	433	244	4	6d2fa860
1980	8904ae17	2007-6-9 12:56:48	\setting\map\map_info\yuanshisenlin_2_shinei\trap\to_exit22.txt	223	110	4	fd19409e
1981	89092219	2008-5-22 16:16:41	\setting\map\map_info\zhanchang_xibei_fengxiang\trap\daying3_houying3.txt	615	239	4	90fbd540
1982	8912a535	2009-1-4 9:48:35	\setting\map\map_info\baihutangyiceng_bei_2\info.txt	379	289	4	55325580
1983	891a3329	2009-3-20 16:39:17	\setting\boss\xoyogame\yejing.ini	1363	479	4	1091785c
1984	892809c2	2009-1-4 10:1:0	\setting\map\map_info\tiesuozhanqiao_fengxiang\info.txt	473	267	4	6f19ed90
1985	89295da4	2008-6-18 21:19:37	\setting\map\map_info\damogucheng\trap\to_leave.txt	237	95	4	738ce6f7
1986	892e53d8	2008-12-15 18:33:35	\setting\map\map_info\afanggongfeixu\npc\area2.txt	3387	1328	4	f86c4894
1987	893d22de	2008-10-10 21:16:59	\setting\event\qqshow\qqshow_gate0603.txt	35010	25425	4	8d0fcb71
1988	8960790a	2008-3-6 14:24:41	\setting\map\map_info\tianrenjiao\trap\to_bianjingfu.txt	391	159	4	5d391299
1989	89730f59	2010-3-11 14:45:35	\setting\map\map_info\hl_zhunbei\info.txt	902	382	4	324e72c7
1990	89b67db3	2008-3-24 19:1:42	\setting\map\map_info\jianxingfeng\npc\area4.txt	965	463	4	82232615
1991	89ca0b1d	2008-8-21 11:28:22	\setting\map\map_info\miaoling\npc\area2.txt	3289	1249	4	1310c8bf
1992	89e0badb	2009-1-4 9:52:51	\setting\map\map_info\jingshe_shutong\info.txt	441	312	4	a0f333a5
1993	89f8d2d9	2010-4-14 12:3:29	\setting\npc\droprate\droprate011_shouling.txt	1817	579	4	1fa50961
1994	8a012e4b	2007-6-14 14:4:40	\setting\map\map_info\jiangeshudao_shinei\trap\to_midaowai.txt	293	119	4	9a28b0cd
1995	8a094232	2008-12-4 15:4:58	\setting\npc\droprate\renwudiaoluo\baizhanji.txt	253	178	4	a0bedcb1
1996	8a1d3615	2008-1-21 15:10:8	\setting\map\map_info\baihutangyiceng_xi_2\trap\to_exit.txt	455	158	4	b569193e
1997	8a2edb5f	2008-1-28 19:49:54	\setting\map\map_info\yunzhongzhen_shinei\info.txt	229	175	4	92bb7e25
1998	8a421352	2008-3-25 0:45:42	\setting\map\map_info\longhuhuanjing_1\npc\area4.txt	2535	1137	4	4e42cfa5
1999	8a4bed92	2009-1-4 9:57:42	\setting\map\map_info\qianqionggongfuben\info.txt	1422	427	4	8a6eb78c
2000	8a501983	2008-3-12 22:40:4	\setting\map\map_info\xiangyangfu\trap\to_balingxian.txt	363	164	4	9e2be04
2001	8a6964b1	2008-11-27 21:31:26	\setting\map\map_info\linanfu_huoshao\npc\hanfushiwei.txt	223	148	4	2e57a328
2002	8aaf96c5	2008-8-21 11:28:22	\setting\map\map_info\miaoling\npc\area3.txt	3107	1185	4	f55928aa
2003	8ab67bd1	2008-10-27 15:47:21	\setting\map\map_info\dayutai\trap\to_shugangmijing.txt	545	180	4	faee85d8
2004	8addb420	2007-12-11 14:41:52	\setting\map\map_info\nanyibuluo\trap\to_mingjiao.txt	391	140	4	a96663a6
2005	8ade1b3a	2009-1-4 9:49:59	\setting\map\map_info\dasanguan_shinei\info.txt	2134	667	4	c39fe982
2006	8afc1883	2009-1-4 9:49:41	\setting\map\map_info\daliduanshi\info.txt	3011	951	4	d7cf53d4
2007	8b0c6f0d	2008-4-15 10:48:33	\setting\map\map_info\juyanze\npc\feiqiangshou.txt	489	269	4	f9cf02bd
2008	8b169449	2007-6-9 12:54:59	\setting\map\map_info\hupanzhulin_1\npc\zhulinfei.txt	223	121	4	97d54aaf
2009	8b3e0a7e	2008-5-24 15:9:12	\setting\map\map_info\jianxingfeng_ceng1\npc\shixiangshouhuzhe.txt	571	333	4	39c0af56
2010	8b4943ef	2008-1-24 16:21:35	\setting\map\map_info\dalifu\trap\to_shiguzhen.txt	475	196	4	a6a61456
2011	8b616fb5	2008-7-25 17:46:58	\setting\boss\KinEctype\worldboss\75boss_mu\xiaobin_qiangdanmu.ini	271	166	4	1bc46a05
2012	8b848581	2007-6-14 20:11:28	\setting\map\map_info\talin_2_shinei\trap\to_exit17.txt	251	120	4	5dbbc837
2013	8b87ddf8	2009-5-22 10:58:16	\setting\map\map_info\longzhoubisaichang\trap\pm52.txt	447	156	4	37f43e45
2014	8baaab0e	2008-8-28 14:37:57	\setting\npc\droprate\baihutang\boss_5.txt	244	160	4	1b0c5b68
2015	8bc21af2	2009-12-25 17:29:52	\setting\mission\gbwlls\league_trap\minimap_trap.txt	1413	679	4	775df83b
2016	8bdee7d1	2008-1-28 19:44:1	\setting\map\map_info\funiudong\info.txt	229	175	4	92bb7e25
2017	8be91735	2008-5-25 23:39:46	\setting\kin\kingame\room20\difnpctemplet.txt	60	57	4	c3dbf079
2018	8bf9e17d	2008-8-29 16:53:50	\setting\map\map_info\funiushanhoushan\npc\anshao.txt	55	48	4	e9401edc
2019	8c1c1dac	2008-6-4 11:58:37	\setting\map\map_info\jianxingfeng_ys1\trap\to_yinshan.txt	247	105	4	d3f63b6a
2020	8c1f4423	2008-10-10 21:16:59	\setting\event\qqshow\qqshow_gate0602.txt	35010	25428	4	8c4c7e6c
2021	8c4f8a0a	2007-8-16 21:21:5	\setting\map\map_info\gusushuixie\npc\area2.txt	1063	434	4	17d077f7
2022	8c577203	2009-1-4 10:3:45	\setting\map\map_info\yanziwu_1_wyxz\info.txt	1399	657	4	290cb0f
2023	8c5e0f8d	2007-10-12 18:41:37	\setting\map\map_info\jiangeshudao\trap\to_xiangshuidong.txt	279	121	4	39d965f9
2024	8c814aaf	2007-6-9 12:54:47	\setting\map\map_info\hanshuigudu\trap\to_yusoujia.txt	111	60	4	c6afbdf2
2025	8c9df690	2008-1-21 15:10:8	\setting\pvp\map\baomingdian_bei.txt	26	26	0	44564d58
2026	8ca8787d	2008-10-24 16:57:10	\setting\boss\xoyogame\ziyuan.ini	348	199	4	9e0a4fac
2027	8cbd204e	2008-9-27 10:16:25	\setting\map\map_info\linanfu_huifu\trap\huifu1trap.txt	671	231	4	d2a6a30c
