Name	Kind	Category	Genre	DetailType	ParticularType	Level	Icon	View	ObjID	Intro	Help	Series	Price	ItemValue	MakeCost	RefineLevel	BindType	Valuable	ClassName	ResMale	ResFemale	BasicProp1Type	BasicProp1PA1Min	BasicProp1PA1Max	BasicProp1PA2Min	BasicProp1PA2Max	BasicProp1PA3Min	BasicProp1PA3Max	BasicProp2Type	BasicProp2PA1Min	BasicProp2PA1Max	BasicProp2PA2Min	BasicProp2PA2Max	BasicProp2PA3Min	BasicProp2PA3Max	BasicProp3Type	BasicProp3PA1Min	BasicProp3PA1Max	BasicProp3PA2Min	BasicProp3PA2Max	BasicProp3PA3Min	BasicProp3PA3Max	BasicProp4Type	BasicProp4PA1Min	BasicProp4PA1Max	BasicProp4PA2Min	BasicProp4PA2Max	BasicProp4PA3Min	BasicProp4PA3Max	BasicProp5Type	BasicProp5PA1Min	BasicProp5PA1Max	BasicProp5PA2Min	BasicProp5PA2Max	BasicProp5PA3Min	BasicProp5PA3Max	BasicProp6Type	BasicProp6PA1Min	BasicProp6PA1Max	BasicProp6PA2Min	BasicProp6PA2Max	BasicProp6PA3Min	BasicProp6PA3Max	BasicProp7Type	BasicProp7PA1Min	BasicProp7PA1Max	BasicProp7PA2Min	BasicProp7PA2Max	BasicProp7PA3Min	BasicProp7PA3Max	BasicProp8Type	BasicProp8PA1Min	BasicProp8PA1Max	BasicProp8PA2Min	BasicProp8PA2Max	BasicProp8PA3Min	BasicProp8PA3Max	BasicProp9Type	BasicProp9PA1Min	BasicProp9PA1Max	BasicProp9PA2Min	BasicProp9PA2Max	BasicProp9PA3Min	BasicProp9PA3Max	BasicProp10Type	BasicProp10PA1Min	BasicProp10PA1Max	BasicProp10PA2Min	BasicProp10PA2Max	BasicProp10PA3Min	BasicProp10PA3Max	ReqProp1Type	ReqProp1Value	ReqProp2Type	ReqProp2Value	ReqProp3Type	ReqProp3Value	ReqProp4Type	ReqProp4Value	ReqProp5Type	ReqProp5Value	ReqProp6Type	ReqProp6Value	Enh1Times	EnhMA1Name	EnhMA1PA1Min	EnhMA1PA1Max	EnhMA1PA2Min	EnhMA1PA2Max	EnhMA1PA3Min	EnhMA1PA3Max	Enh2Times	EnhMA2Name	EnhMA2PA1Min	EnhMA2PA1Max	EnhMA2PA2Min	EnhMA2PA2Max	EnhMA2PA3Min	EnhMA2PA3Max	Enh3Times	EnhMA3Name	EnhMA3PA1Min	EnhMA3PA1Max	EnhMA3PA2Min	EnhMA3PA2Max	EnhMA3PA3Min	EnhMA3PA3Max	Enh4Times	EnhMA4Name	EnhMA4PA1Min	EnhMA4PA1Max	EnhMA4PA2Min	EnhMA4PA2Max	EnhMA4PA3Min	EnhMA4PA3Max	Enh5Times	EnhMA5Name	EnhMA5PA1Min	EnhMA5PA1Max	EnhMA5PA2Min	EnhMA5PA2Max	EnhMA5PA3Min	EnhMA5PA3Max	Enh6Times	EnhMA6Name	EnhMA6PA1Min	EnhMA6PA1Max	EnhMA6PA2Min	EnhMA6PA2Max	EnhMA6PA3Min	EnhMA6PA3Max	UnLockInterval
[Mặt Nạ] Tần Thủy Hoàng		1	1	13	147	4	\image\item\other\scriptitem\qinling_mask.spr		35			0	0	400000000			2	1	mask	0	0		-1	-1					allskill_v	2	2	1	1			expenhance_p	10	10					allskill_v	1	1			1998	1998	lifemax_p	20	20					damage_all_resist	100	100					lifemax_v	1000	1000	-1	-1	0	0	defencedeadlystrikedamagetrim	15	15	-1	-1	0	0	weaponbasedamagetrim	200	200					deadlystrikedamageenhance_p	5	5																																																																	
[Mặt Nạ] Tần Thủy Hoàng		1	1	13	147	5	\image\item\other\scriptitem\qinling_mask.spr		35			0	0	450000000			2	1	mask	0	0		-1	-1					allskill_v	2	2	1	1			expenhance_p	10	10					allskill_v	1	1			1998	1998	lifemax_p	20	20					damage_all_resist	100	100					lifemax_v	1000	1000	-1	-1	0	0	defencedeadlystrikedamagetrim	15	15	-1	-1	0	0	weaponbasedamagetrim	200	200					deadlystrikedamageenhance_p	5	5																																																																	
[Mặt Nạ] Tần Thủy Hoàng		1	1	13	147	6	\image\item\other\scriptitem\qinling_mask.spr		35			0	0	500000000			2	1	mask	0	0		-1	-1					allskill_v	2	2	1	1			expenhance_p	10	10					allskill_v	1	1			1998	1998	lifemax_p	20	20					damage_all_resist	100	100					lifemax_v	1000	1000	-1	-1	0	0	defencedeadlystrikedamagetrim	15	15	-1	-1	0	0	weaponbasedamagetrim	200	200					deadlystrikedamageenhance_p	5	5																																																																	
[Mặt Nạ] Tần Thủy Hoàng		1	1	13	147	7	\image\item\other\scriptitem\qinling_mask.spr		35			0	0	550000000			2	1	mask	0	0		-1	-1					allskill_v	2	2	1	1			expenhance_p	10	10					allskill_v	1	1			1998	1998	lifemax_p	20	20					damage_all_resist	100	100					lifemax_v	1000	1000	-1	-1	0	0	defencedeadlystrikedamagetrim	15	15	-1	-1	0	0	weaponbasedamagetrim	200	200					deadlystrikedamageenhance_p	5	5																																																																	
[Mặt Nạ] Tần Thủy Hoàng		1	1	13	147	8	\image\item\other\scriptitem\qinling_mask.spr		35			0	0	600000000			2	1	mask	0	0		-1	-1					allskill_v	2	2	1	1			expenhance_p	10	10					allskill_v	1	1			1998	1998	lifemax_p	20	20					damage_all_resist	100	100					lifemax_v	1000	1000	-1	-1	0	0	defencedeadlystrikedamagetrim	15	15	-1	-1	0	0	weaponbasedamagetrim	200	200					deadlystrikedamageenhance_p	5	5																																																																	
[Mặt Nạ] Thời Trang Tân Thủ [1]		1	1	13	148	1	\image\item\equip\mask\mianju_putong.spr	\image\item\tuhoikiem\NPC1.spr	35	Dùng để đổi diện mạo, mang vào sẽ giống NPC này		0	100	0			3	0	mask	0	0		7207	7207					expenhance_p	100	100					lucky_v	30	30																																																																																																																		
[Mặt Nạ] Thời Trang Tân Thủ [2]		1	1	13	149	1	\image\item\equip\mask\mianju_putong.spr	\image\item\tuhoikiem\NPC2.spr	35	Dùng để đổi diện mạo, mang vào sẽ giống NPC này		0	100	0			3	0	mask	0	0		7208	7208					expenhance_p	100	100					lucky_v	30	30																																																																																																																		
[Mặt Nạ] Thời Trang Tân Thủ [3]		1	1	13	150	1	\image\item\equip\mask\mianju_putong.spr	\image\item\tuhoikiem\NPC3.spr	35	Dùng để đổi diện mạo, mang vào sẽ giống NPC này		0	100	0			3	0	mask	0	0		7209	7209					expenhance_p	100	100					lucky_v	30	30																																																																																																																		
[Mặt Nạ] Thời Trang Tân Thủ [4]		1	1	13	151	1	\image\item\equip\mask\mianju_putong.spr	\image\item\tuhoikiem\NPC4.spr	35	Dùng để đổi diện mạo, mang vào sẽ giống NPC này		0	100	0			3	0	mask	0	0		7210	7210					expenhance_p	100	100					lucky_v	30	30																																																																																																																		
[Mặt Nạ] Thời Trang Tân Thủ [5]		1	1	13	152	1	\image\item\equip\mask\mianju_putong.spr	\image\item\tuhoikiem\NPC5.spr	35	Dùng để đổi diện mạo, mang vào sẽ giống NPC này		0	100	0			3	0	mask	0	0		7211	7211					expenhance_p	100	100					lucky_v	30	30																																																																																																																		
[Mặt Nạ] Thời Trang Tân Thủ [6]		1	1	13	153	1	\image\item\equip\mask\mianju_putong.spr	\image\item\tuhoikiem\NPC6.spr	35	Dùng để đổi diện mạo, mang vào sẽ giống NPC này		0	100	0			3	0	mask	0	0		7212	7212					expenhance_p	100	100					lucky_v	30	30																																																																																																																		
[Mặt Nạ] Thời Trang Tân Thủ [7]		1	1	13	154	1	\image\item\equip\mask\mianju_putong.spr	\image\item\tuhoikiem\NPC7.spr	35	Dùng để đổi diện mạo, mang vào sẽ giống NPC này		0	100	0			3	0	mask	0	0		7213	7213					expenhance_p	100	100					lucky_v	30	30																																																																																																																		
[Mặt Nạ] Thời Trang Tân Thủ [8]		1	1	13	155	1	\image\item\equip\mask\mianju_putong.spr	\image\item\tuhoikiem\NPC8.spr	35	Dùng để đổi diện mạo, mang vào sẽ giống NPC này		0	100	0			3	0	mask	0	0		7214	7214					expenhance_p	100	100					lucky_v	30	30																																																																																																																		
[Mặt Nạ] Thời Trang Tân Thủ [9]		1	1	13	156	1	\image\item\equip\mask\mianju_putong.spr	\image\item\tuhoikiem\NPC9.spr	35	Dùng để đổi diện mạo, mang vào sẽ giống NPC này		0	100	0			3	0	mask	0	0		7215	7215					expenhance_p	100	100					lucky_v	30	30																																																																																																																		
[Mặt Nạ] Thời Trang Tân Thủ [10]		1	1	13	157	1	\image\item\equip\mask\mianju_putong.spr	\image\item\tuhoikiem\NPC10.spr	35	Dùng để đổi diện mạo, mang vào sẽ giống NPC này		0	100	0			3	0	mask	0	0		7216	7216					expenhance_p	100	100					lucky_v	30	30																																																																																																																		
[Mặt Nạ] Thời Trang Tân Thủ [11]		1	1	13	158	1	\image\item\equip\mask\mianju_putong.spr	\image\item\tuhoikiem\NPC11.spr	35	Dùng để đổi diện mạo, mang vào sẽ giống NPC này		0	10000000	0			3	0	mask	0	0		7217	7217					expenhance_p	100	100					lucky_v	30	30																																																																																																																		
[Mặt Nạ] Thời Trang Tân Thủ [12]		1	1	13	159	1	\image\item\equip\mask\mianju_putong.spr	\image\item\tuhoikiem\NPC12.spr	35	Dùng để đổi diện mạo, mang vào sẽ giống NPC này		0	100	0			3	0	mask	0	0		7218	7218					expenhance_p	100	100					lucky_v	30	30																																																																																																																		
[Mặt Nạ] Thời Trang Tân Thủ [13]		1	1	13	160	1	\image\item\equip\mask\mianju_putong.spr	\image\item\tuhoikiem\NPC13.spr	35	Dùng để đổi diện mạo, mang vào sẽ giống NPC này		0	100	0			3	0	mask	0	0		7219	7219					expenhance_p	100	100					lucky_v	30	30																																																																																																																		
[Mặt Nạ] Thời Trang Tân Thủ [14]		1	1	13	161	1	\image\item\equip\mask\mianju_putong.spr	\image\item\tuhoikiem\NPC14.spr	35	Dùng để đổi diện mạo, mang vào sẽ giống NPC này		0	100	0			3	0	mask	0	0		7220	7220					expenhance_p	100	100					lucky_v	30	30																																																																																																																		
[Mặt Nạ] Thời Trang Tân Thủ [15]		1	1	13	162	1	\image\item\equip\mask\mianju_putong.spr	\image\item\tuhoikiem\NPC15.spr	35	Dùng để đổi diện mạo, mang vào sẽ giống NPC này		0	100	0			3	0	mask	0	0		20208	20208					expenhance_p	100	100					lucky_v	30	30																																																																																																																		
[Mặt Nạ] Thời Trang Tân Thủ [16]		1	1	13	163	1	\image\item\equip\mask\mianju_putong.spr	\image\item\tuhoikiem\NPC16.spr	35	Dùng để đổi diện mạo, mang vào sẽ giống NPC này		0	100	0			3	0	mask	0	0		20209	20209					expenhance_p	100	100					lucky_v	30	30																																																																																																																		
[Mặt Nạ] Thời Trang Tân Thủ [17]		1	1	13	164	1	\image\item\equip\mask\mianju_putong.spr	\image\item\tuhoikiem\NPC17.spr	35	Dùng để đổi diện mạo, mang vào sẽ giống NPC này		0	100	0			3	0	mask	0	0		20210	20210					expenhance_p	100	100					lucky_v	30	30																																																																																																																		
[Mặt Nạ] Thời Trang Tân Thủ [18]		1	1	13	165	1	\image\item\equip\mask\mianju_putong.spr	\image\item\tuhoikiem\NPC18.spr	35	Dùng để đổi diện mạo, mang vào sẽ giống NPC này		0	100	0			3	0	mask	0	0		20211	20211					expenhance_p	100	100					lucky_v	30	30																																																																																																																		
[Mặt Nạ] Thời Trang Tân Thủ [19]		1	1	13	166	1	\image\item\equip\mask\mianju_putong.spr	\image\item\tuhoikiem\NPC19.spr	35	Dùng để đổi diện mạo, mang vào sẽ giống NPC này		0	100	0			3	0	mask	0	0		20212	20212					expenhance_p	100	100					lucky_v	30	30																																																																																																																		
[Mặt Nạ] Thời Trang Tân Thủ [20]		1	1	13	167	1	\image\item\equip\mask\mianju_putong.spr	\image\item\tuhoikiem\NPC20.spr	35	Dùng để đổi diện mạo, mang vào sẽ giống NPC này		0	100	0			3	0	mask	0	0		20213	20213					expenhance_p	100	100					lucky_v	30	30																																																																																																																		
[Mặt Nạ] Thời Trang Tân Thủ [21]		1	1	13	168	1	\image\item\equip\mask\mianju_putong.spr	\image\item\tuhoikiem\NPC21.spr	35	Dùng để đổi diện mạo, mang vào sẽ giống NPC này		0	100	0			3	0	mask	0	0		20217	20217					expenhance_p	100	100					lucky_v	30	30																																																																																																																		
[Mặt Nạ] Thời Trang Tân Thủ [22]		1	1	13	169	1	\image\item\equip\mask\mianju_putong.spr	\image\item\tuhoikiem\NPC22.spr	35	Dùng để đổi diện mạo, mang vào sẽ giống NPC này		0	100	0			3	0	mask	0	0		20218	20218					expenhance_p	100	100					lucky_v	30	30																																																																																																																		
[Mặt Nạ] Ông Lão Câu Cá		1	1	13	170	1	\image\item\equip\mask\mianju_putong.spr		35	Phải đeo vào mới có thể Câu Cá !		0	100	0			3	0	mask	0	0		6050	6051																																																																																																																																
[Mặt Nạ] Tân Thủ 		1	1	13	171	1	\image\item\equip\mask\mianju_putong.spr		35	Dùng để đổi diện mạo, mang vào sẽ giống NPC này		0	100	0			3	0	mask	0	0								expenhance_p	50	50					lucky_v	30	30																																																																																																																		
[Mặt Nạ] Thời Trang Tân Thủ [23]		1	1	13	172	1	\image\item\equip\mask\mianju_putong.spr	\image\item\tuhoikiem\NPC23.spr	35	Dùng để đổi diện mạo, mang vào sẽ giống NPC này		0	100	0			3	0	mask	0	0		9656	9656					expenhance_p	100	100					lucky_v	30	30																																																																																																																		
[Mặt Nạ] Thời Trang Tân Thủ [24]		1	1	13	173	1	\image\item\equip\mask\mianju_putong.spr	\image\item\tuhoikiem\NPC24.spr	35	Dùng để đổi diện mạo, mang vào sẽ giống NPC này		0	100	0			3	0	mask	0	0		9657	9657					expenhance_p	100	100					lucky_v	30	30																																																																																																																		
[Mặt Nạ] Thời Trang Tân Thủ [25]		1	1	13	174	1	\image\item\equip\mask\mianju_putong.spr	\image\item\tuhoikiem\NPC25.spr	35	Dùng để đổi diện mạo, mang vào sẽ giống NPC này		0	100	0			3	0	mask	0	0		9658	9658					expenhance_p	100	100					lucky_v	30	30																																																																																																																		
[Mặt Nạ] Thời Trang Tân Thủ [26]		1	1	13	175	1	\image\item\equip\mask\mianju_putong.spr	\image\item\tuhoikiem\NPC26.spr	35	Dùng để đổi diện mạo, mang vào sẽ giống NPC này		0	100	0			3	0	mask	0	0		9659	9659					expenhance_p	100	100					lucky_v	30	30																																																																																																																		
[Mặt Nạ] Thời Trang Tân Thủ [27]		1	1	13	176	1	\image\item\equip\mask\mianju_putong.spr	\image\item\tuhoikiem\NPC27.spr	35	Dùng để đổi diện mạo, mang vào sẽ giống NPC này		0	100	0			3	0	mask	0	0		9660	9660					expenhance_p	100	100					lucky_v	30	30																																																																																																																		
[Mặt Nạ] Thời Trang Tân Thủ [28]		1	1	13	177	1	\image\item\equip\mask\mianju_putong.spr	\image\item\tuhoikiem\NPC28.spr	35	Dùng để đổi diện mạo, mang vào sẽ giống NPC này		0	100	0			3	0	mask	0	0		9661	9661					expenhance_p	100	100					lucky_v	30	30																																																																																																																		
[Mặt Nạ] Thời Trang Tân Thủ [29]		1	1	13	178	1	\image\item\equip\mask\mianju_putong.spr	\image\item\tuhoikiem\NPC29.spr	35	Dùng để đổi diện mạo, mang vào sẽ giống NPC này		0	100	0			3	0	mask	0	0		9662	9662					expenhance_p	100	100					lucky_v	30	30																																																																																																																		
[Mặt Nạ] Thời Trang Tân Thủ [30]		1	1	13	179	1	\image\item\equip\mask\mianju_putong.spr	\image\item\tuhoikiem\NPC30.spr	35	Dùng để đổi diện mạo, mang vào sẽ giống NPC này		0	100	0			3	0	mask	0	0		9663	9663					expenhance_p	100	100					lucky_v	30	30																																																																																																																		
[Mặt Nạ] Thời Trang Tân Thủ [31]		1	1	13	180	1	\image\item\equip\mask\mianju_putong.spr	\image\item\tuhoikiem\NPC31.spr	35	Dùng để đổi diện mạo, mang vào sẽ giống NPC này		0	100	0			3	0	mask	0	0		9664	9664					expenhance_p	100	100					lucky_v	30	30																																																																																																																		
[Mặt Nạ] Thời Trang Tân Thủ [32]		1	1	13	181	1	\image\item\equip\mask\mianju_putong.spr	\image\item\tuhoikiem\NPC32.spr	35	Dùng để đổi diện mạo, mang vào sẽ giống NPC này		0	100	0			3	0	mask	0	0		9665	9665					expenhance_p	100	100					lucky_v	30	30																																																																																																																		
