TASK_GROUP	TASK_ID_FIRST	TASK_ID_LAST	TASK_NAME	TASK_OVERDATE	SYNC_FLAG	CLIENT_FLAG	TASK_DESCRIBE
2097	1	18	Biến lượng liên quan nhiệm vụ khai môn Lãnh thổ chiến		1	0	
2097	19	19	Ký hiệu người chơi đã phỉ báng hoặc bái tượng		1	0	
2097	20	20	Ký hiệu người chơi đã phỉ báng hoặc bái tượng		1	0	
2098	1	10	Liên quan Tần Lăng		1	0	
2099	1	1200	Quan chiến		0	0	
2100	1	2	Chiêu mộ gia tộc		0	0	
2101	1	5	Nhận định tư cách Đại Hội Võ Lâm		1	0	
2102	1	30	Đại Hội Võ Lâm		0	0	
2103	1	100	Cuộc thi đấu gia tộc		1	0	
2104	1	4	Trị ban đầu của tiền dùng chung liên server		0		
2105	1	5	Xử lý người chơi làm mới đạo cụ không hợp pháp		1		
2106	1	3	[Hệ thống Chiến Thần] Du Long Quật		0	0	
2106	4	5	[Hệ thống Chiến Thần] Du Long Quật-Trứng vui vẻ		1	0	
2106	6	6	[Hệ thống Chiến Thần] Du Long Quật		0	0	
2106	7	7	[Hệ thống Chiến Thần] Du Long Quật		0	0	
2106	8	9	[Hệ thống Chiến Thần] Du Long Quật		0	0	
2106	10	11	[Hệ thống Chiến Thần] Du Long Quật		0	0	
2106	12	12	[Hệ thống Chiến Thần] Du Long Quật		0	0	
2106	13	13	[Hệ thống Chiến Thần] Du Long Quật		0	0	
2106	14	14	[Hệ thống Chiến Thần] Du Long Quật		0	0	
2107			Hệ thống thành tựu		1	0	
2108	1	40	Liên quan Vip chuyển server		1	0	
2109	1	5	Phó Bản Sư Đồ				
2110	1	100	Bồi thường biến lượng gộp server		1	0	
2111	1	40	Toàn cục Võ lâm liên đấu		1	0	
2112	1	2	Cơ số dùng sách kinh nghiệm đồng hành		1		
2112	3	4	Sử dụng cơ số Thiệp lụa		1		
2112	5	13	跟宠		1		
2113	1	34	Hoạt động Tết 2010		1	0	
2114	1	30	Hệ thống kết hôn		1	0	
2115	1	2	Lệnh bài Uy danh giang hồ		1	0	
2116	1	100	Hộp lưu trữ		1	0	
2117			Phiên bản Việt Nam dùng				
2117	1	1	Phiên bản Việt Nam dùng-Túi Quà Kích Hoạt				
2118	1	15	[Thủ Tháp] Cương Thi Đại Chiến Thực Vật Nhân 		1	0	
2119	1	15	Lễ lao động 		1	0	
2120			Danh sách túi quà				
2121	1	8	Nạn động đất				
2122	1	20	在线领奖		1	0	
2122	21	23	在线领奖		1	0	
2123			副本通用机制		1	0	
2124	1	4	越南合成水晶		1	0	
2124	5	8	越南经验道具变量		1	0	
2124	9	9	越南冲级领取装备		1	0	
2125	1	20	侠客岛相关		1	0	
2125	21	21	侠客岛城主任务交和氏璧数量		1	0	
2126	1	4	金牌网吧		1	0	
2126	5	28	金牌联赛1阶段		1	0	
2126	29	29	金牌联赛补偿		1	0	
2127			成就系统完成标记		1	0	
2128			成就系统辅助标记		1	0	
2129			玩家成就数值		1	0	
2130	1	6	经验任务		1	0	
2131	1	71	七夕活动		1	0	
2132	1	11	战斗力		1	0	
2133	1	4	真元军营任务提升经验		1	0	
2134	1	2	累计真元历练经验时间		1	0	
2135	1	2	真元数据埋点需要LOG		0	0	
2136	1	12	新藏宝图副本		1	0	
2137			台湾版特殊变量组		0	0	
2137	1	1	手机锁开关		0	0	
2137	2	2	玩家已使用的充值额点数		1	0	
2137	3	3	玩家已使用的充值额点数清除时间		1	0	
2138	1	20	老玩家回归		1	0	
2138	21	40	老玩家回归-剑啸狂沙		1	0	
2138	41	70	老玩家回归-20110915		1	0	
2138	71	102	老玩家回归-201203		1	0	
2138	103	142	老玩家回归-201207		1	0	
2138	143	157	老玩家回归-201209		1	0	
2139	1	15	淘宝合作活动		1	0	
2140	1	13	越南10月黄金白银龙活动		1	0	
2141	1	515	美女选举活动	20101230	0	0	
2141	516	518	巾帼英雄赛		0	0	
2141	519	520	巾帼英雄赛跨服奖励带回		0	0	
2142	1	30	铁浮城相关		1	0	
2143	1	18	越南201011月活动		1	0	
2143	19	23	越南201101月煮粽子活动		1	0	
2143	24	30	越南201101月烟花&五果盘活动		1	0	
2143	31	34	越南201104月		1	0	
2144	1	12	各个系统每天参加次数		1	0	
2145	1	1	是否隐藏披风		1	0	
2146	1	15	热血侠客岛占位		0	0	
2147	1	25	越南12月活动		1	0	
2147	26	36	越南201103月活动		1	0	
2147	37	45	越南201104月活动		1	0	
2148	1	40	大逃杀		1	0	
2149	1	12	漂流瓶		1	0	
2150	1	23	跨服白虎		1	0	
2151	1	22	2011情人节活动		1	0	
2152	1	10	2011元宵节活动		1	0	
2153			台湾版玩家参与活动统计标记		1	0	
2154	1	30	新版vip活动占位		1	0	
2155	1	20	同庆半边天活动占位		1	0	
2156	1	3	2011植树节活动		1	0	
2157	1	1	技能存盘		1	1	
2158			SNS服务相关		1	1	
2159	1	20	侠客日常任务		1	0	
2160	1	5	清明节活动占位		1	0	
2161	1	5	楼兰古城		1	0	
2162			盛大五一活动变量		1	0	
2163	1	19	五一美酒节活动变量占位		0	0	
2164	1	13	高级特权		1	0	
2165	1	15	玩家奇珍阁最近购买商品id列表,金币区		1	0	
2166	1	15	玩家奇珍阁最近购买商品id列表,绑金区		1	0	
2167	1	10	周年庆，佳肴活动	20110716	0	0	
2168	1	1	家族技能贡献度		1	0	
2169	1	20	梦回采石矶		1	0	
2170	1	25	角色打分，用于标记角色与工作室号的匹配程度		0	0	
2171	1	2	真元历练丸		1	0	
2173			台湾功能占位		1	0	
2174	1	50	周末常规钓鱼占位		1	0	
2175	1	1	抽奖保护		1	0	
2175	2	9	角色转移		1	0	
2176	1	9	2011中秋		1	0	
2176	10	17	新服活动		1	0	
2176	18	100	国庆寒武猜奖		1	0	
2176	101	105	国庆寒武猜奖		1	0	
2176	106	116	新服活动		1	0	
2176	117	126	家园系统		1	0	
2176	127	130	家族聚义礼包		1	0	
2177	1	3	阴阳时光殿领取记录		1	0	
2178			反外挂打分		0	0	
2179	1	7	无差别竞技		1	0	
2179	8	8	任务修复		1	0	
2179	9	19	无差别竞技		1	0	
2179	20	20	新手标志		1	0	
2179	21	21	无差别竞技		1	0	
2180	1	1	MINI客户端标记		1	1	
2181	1	2	指引		1	1	
2181	3	3	保存玩家的创建时间		1	0	
2181	4	4	上次判断菜的时间		1	1	
2181	5	5	上次判断储物箱的时间		1	1	
2181	6	6	上次判断玄晶合成的时间		1	1	
2182			活跃度		1	0	
2183	1	8	新服固定活动		0	0	
2184	1	5	加速声望值		1		
2185	1	11	2011圣诞活动				
2186	1	2	披风魂石返还道具				
2187	1	24	2012春节活动				
2188	1	5	2012情人节				
2189	1	512	2012情人节	20120501			
2189	513	519	2012情人节认证buf				
2189	520	520	五一开心蛋活动				
2189	521	525	美女认证日常活动				
2190	1	20	2012妇女节		1	0	
2191	1	20	克夷门战场		1	0	
2192	1	20	2012清明节		1	0	
2192	21	42	2012六一		1	0	
2192	43	43	通用界面绑银		1	0	
2192	44	45	2012六一		1	0	
2192	46	70	2012端午		1	0	
2193			越南占位		1	0	
2194	1	5	欧洲杯竞猜		1	0	
2195	1	52	日常回流		1	0	
2196	1	10	家族工资		1	0	
2197	1	42	2012奥运活动		1	0	
2198	1	8	副密码权限		1	0	
2199	1	2	福利药箱		1	0	
2200	1	5	新战场		1	0	
2201	1	21	载具快捷键记录		1	1	
2202	1	2	玩家拥有载具技能编号(前4位左键，后4位右键)		1	0	
2203	1	10	藏宝图次数		1	0	
3000	1	3	Nhận thưởng hàng ngày (add; 1-ngày 2-đếm số lần 3-tính thời gian)		0	0	
3001	1	4	Nhiệm vụ truy nã				
3001	5	5	Võ Lâm Mật Tịch (sơ)				
3001	6	6	Tẩy Tủy Kinh (sơ)				
3001	7	7	Nhiệm vụ truy nã-biến lượng khi đánh quái của nhiệm vụ rơi ra vật phẩm				
3001	8	8	Võ Lâm Mật Tịch (trung)				
3001	9	9	Tẩy Tủy Kinh (trung)				
3001	10	10	Mật tịch võ lâm cao cấp (Bánh ít thập cẩm)				
3001	11	11	Tẩy Tủy Kinh cao cấp (Bánh ít bát bảo)				
3001	12	18	Khu vực x4				
3001	20	20	Thái Vân Truy Nguyệt (cộng điểm tiềm năng)				
3001	21	21	Thương Hải Nguyệt Minh (cộng điểm kỹ năng)				
3001	22	23	Truy Nã				
3002	1	1	Truy Nã				
3003	1	4	Thưởng thăng cấp(120, 130, 140,150)		0	0	
3004	1	5	Check Version		0	0	
3005	1	1	Giftcode 1		0	0	
3006	1	5	Event Năm mới 2013		0	0	
3007	1	5	Thưởng Top		0	0	
3008	1	2	Thưởng bao vạn đồng 50q		0	0	
8888	1	2	Chuyển Sinh		0	0	
3009	1	300	Task Dùng Hộp Quà Vua Hùng				
3010	1	1	Task Ngày Giỗ Tổ				
3011	1	300	Task Dùng Bánh Trôi Nước				
3012	1	300	Task Gắn HC Vàng
3013	1	4	Task Nhận Gắn HC
3020	1	1	Task x2 KN
3021	1	1	Cá Chép
3022	1	1	Cá Rô
3023	1	1	Cá Ba Đuôi
3024	1	1	Cá Trích
3025	1	1	Give Cá Trích
3026	1	1	Task Nap The
3027	1	1	Task Dem So Lan Len Dao
3028	1	1	Task Giftcode
