jxAccount	jsAccDatabase	jsAccount	nAccValG	nAccValS	jxServerGroup
jxst692493	5	jxst692493	499885	591	31
jxst717350	3	13808892769	625507	1481	41
jxst800633	2	zstart5688	383265	426	41
jxst801933	4	mengxiaoyu_1986	191741	815	12
jxst803296	4	rmyywk72602182859398	864781	18847	41
jxst810613	4	63621663	348375	854	12
jxst814680	2	newhopeltd	272258	171	31
jxst823439	1	ran@bb	676614	2480	41
jxst833777	1	qianshiyuan123456789	153125	1127	241
jxst916871	3	FENY1214	802648	40424	41
jxst928759	1	jxst928759	121303	9292	12
jxst931170	1	xwh@@	341353	1473	41
jxst941576	2	fgewygrirjrjrr28	94434	1175	181
jxst946164	2	13841960177	238360	1500	31
jxst954892	3	zjclycdxxh	816442	1770	41
jxst960501	1	jxst960501	539185	0	41
jxst965115	1	qn7086	240197	2792	41
jxst989667	1	mgb713@163.com	176164	1909	41
jxst989910	1	lzj8926	311521	1500	41
jxst993375	3	434939063	159489	4460	11
jxtg059404	2	hnlyzjh	100825	830	31
jxtg116002	4	outian2026	123964	1894	41
jxtg202620	1	softwing2009	234478	4335	12
jxtg211096	1	9343251	102695	952	31
jxtg279642	4	jxtg279642	218958	1470	11
jxtg280778	1	zhangdand521	321131	4027	12
jxth011648	1	jianxiashijie1981	377416	2272	41
jxth066216	3	hb1031q	329445	1991	11
jxth106732	1	zhanzheng1982	1109787	3186	241
jxth266654	2	jztxdulangjian	306853	8740	31
jxth325808	1	huolingdangsmile	95951	1137	11
jxth802419	4	qq70500	619986	2074	11
jxth803554	1	tommymax3000	210780	992	12
jxth816388	5	yoya_tarry	245559	1309	31
jxth821522	1	shunhon2001@163.com	3363896	11889	11
jxth825783	5	meimeijs2009	112036	372	31
jxth829161	6	xiaot20062006@	79283	1261	11
jxth829494	2	zhbtianxie4	147255	2635	181
jxth829655	2	ldm3829655	255990	1321	31
jxth833072	3	kxl1343@sina.com	243514	11799	41
jxth834356	2	bsszxx4	151051	911	31
jxth836051	1	pbtl4295098	320383	926	41
jxth836617	4	lvshunyin@163.com	958590	24830	41
jxth842577	1	773212396@qq.com	53468	51	11
jxth851217	5	organizer9999	233709	337	31
jxth858388	2	js858388	496671	36087	31
jxth864245	1	kszz0150193	206130	1491	241
jxth865928	1	22736520	298119	757	11
jxth872525	4	hz5571586	109840	1467	41
jxth873062	1	s54429783	401212	409	12
jxth875139	2	jxth875139	107070	893	31
jxth880647	1	zhkendy522	148165	1141	41
jxth880654	1	wuyue7277	319787	1365	11
jxtl000173	2	jing_257758	3248165	13533	31
jxtl008332	1	sxhhj080230	184969	142	41
jxtl020976	4	zhangruihua1973	69966	1021	41
jxtl201175	1	sxhhj0802300	109270	763	41
jxtp397975	2	fangbo_215	247734	2391	31
jxtp638321	1	diaojiaxi4	229353	66	241
jxtp643730	1	jrdxyg	98144	330	12
jxtp804681	4	3333804681	356141	757	41
jxtp820622	4	jessini520	232946	1363	12
jxtp821301	6	wscymjsjs	5663377	3504	241
jxtp832677	5	wangdong270131	87090	991	181
jxtp834923	2	jihanyaoaabb	337883	1338	31
jxtp839805	3	baoge110110	208745	1440	41
jxtp857746	3	xiao5545259	300001	777	12
jxtt0377895	3	sz1974121305	290573	113	41
jxvip004095	3	langhuahuaP	83001	33	31
jxwb046611	4	ynxwlyj	202615	1065	41
jxwb069504	1	kingjenboy16	121194	3560	41
jxwb111917	2	zhang521757	213584	1425	31
jxwb112011	1	zhuren8013@tom.com	256215	1043	41
jxwb113983	1	wjlujun986926	111392	170	41
jxwb122017	2	kuaijxwb122017	154152	1428	31
jxwb129429	1	liujian800829	54086	203	11
jxwb380037	5	WQ4528967	622307	36	31
jxwbzx408513	1	jfwb408318	348200	729	41
jxwbzx442034	4	zds10102	139610	384	241
jxwbzx719654	2	6866707	106081	432	181
jxxs0394329	1	xiaotianxia1981	185912	772	41
jxxs040442	2	liyajun_22	124740	134	31
jxxs053903	5	yyuansheng66	158983	1600	31
jxxs059467	2	cy0461	219786	1200	31
jxxs0600082	6	17260308999	167021	1316	11
jxxs1526537	6	jxxs1526537	335601	3003	181
jxxs194176	6	jianxiashijie194176	230921	1457	41
jxxs2431213	1	bubble910731	153796	416	41
jxxs2592117	1	yangxiaoyan52025	220488	1167	41
jxxs2592120	1	pp831026841125pp456	89664	626	41
jxxs3030155	1	dxj3030155	60376	0	11
jxxx001255	1	netxjp	546453	596	41
jxxx002378	1	2725607788	1023994	1668	11
jxxx004541	5	44313314000	113957	273	31
jxxx006152	1	luoweiwendexxhao	627256	592	241
jxxx007927	1	229958562	418755	511	11
jxxx008634	1	37409470	198256	105	12
jxxx016365	4	zds20207	255921	1128	12
jxxx017146	1	geansheng0003	124415	1404	12
jxxx018289	3	234650350	94223	68	11
jxxx030059	1	jianxiashijie198197	56407	1408	41
jxxx031206	1	xuxu3395599	700288	138	41
jxxx032733	1	geansheng0004	207994	1037	12
jxzz016462	1	chujing77	965003	961	12
jxzz022406	4	kk680605999	390435	1673	41
jxzz027627	2	wanggangltc88888888	982158	1464	31
jxzz039817	6	423853826	272044	1259	41
jy00730518	1	yrh730518	499946	11682	12
jy04304823	2	zhaolu57249779	317705	1402	31
jy05138717	1	kkdn71888	344791	943	41
jy1976926	2	jy1976926	173896	1270	31
jy893628	5	jk21302130	285072	500	31
jyrjyr_111	2	jyrjyr_333	107883	959	31
jyw2004110	2	qq981231	119821	268	31
jyx19861203	4	dyd753566	182029	1350	41
kaixin226	1	wuqing6788888	182678	48	241
kaixuanjiqimao	6	kaixuanno1	131924	2321	41
kdlx110	1	PK122223	331282	420	41
ke099819	4	zds202067	164284	438	41
keepquiet	1	keepquiet_cy	57421	682	41
ken519	3	13665778309	239738	383	41
ken_lpz	6	ken_lpz2	334498	419	241
kenkong	6	ken_lpz0	403751	674	241
kenlmeng	1	kenlmeng78	205675	3840	41
kensi1007	1	tangh13710322496	146005	85	41
kevinche	1	kevinche	212400	2222	41
kilikye	1	kilikliu3	126843	438	12
killchen	1	110143131@qq.com	62976	1445	241
king-star1	2	751768	114807	1475	31
king0457	2	sanshiwudu850	267146	1049	11
king545454	1	13688463960	303767	2016	12
kingbetty0513	1	8999138	104284	617	11
kingboog007	6	88jike18610	320079	3155	41
kingersty008	1	kingersty10000	403791	1495	41
kingjx123	4	asdy147	126876	97	11
kingyingt852032	1	kingyingt852032	90008	516	11
kiss200898	2	madongfa003	234728	245	31
kissasyyy	6	kissas186297	174972	1247	41
kissmeloveme	3	18990502952	1084532	2009	41
kj023005	6	kj023005	273687	253	11
kk2henry	1	sz_kk2henry	402631	2021	41
kkkgggbbb1	5	kgbkgb8851	381399	75	31
kkndzerh	1	zyf652238334	121616	492	41
klnh065043	1	klnh6688	1995069	0	241
kn630926	4	kn951109kn	236736	815	41
kouran780310	2	changjiang0309	456582	0	12
kpzqx588	4	msy30301	266104	1368	12
ksaa3542038	2	ksaa3542038	368053	4460	31
ksac2019635	6	149815141@qq.com	102783	154	241
ksac2027054	1	553573407h	205730	766	11
ksba2642582	2	zywaizyy8888	359795	1629	31
ksba3459694	4	zds10109	245391	561	12
ksba4178855	1	qswz804	131284	1494	241
ksba4302442	5	785816746lidy	497261	1565	31
ksba4755338	3	jcs57170843	261568	2313	12
ksbb6304341	4	ctpl129729a	308384	8696	12
ksbb6408042	1	jingyu640419	782414	2817	11
ksbb6611458	6	KSBB6611458	139888	761	11
ksnksm	1	czb2233	429728	293	12
kstg0158988	1	pauleoxia	233805	329	41
kstg0164197	3	2008118003	70517	463	41
kstg2226800	1	13605160535	120755	1193	12
kstg2303051	3	xyxxjw04581314	74957	49	41
kuaile223	2	leijiaxing3527	180558	247	31
kuhai888	2	392770602	1194516	0	31
kw760516	2	kaka820	65972	268	31
kwy19710109058	5	Kwy1971010905	87577	1519	12
l24802792	5	l24802792l	518532	685	31
langfeizou	3	as13586001111	139851	1472	41
langqin_zy	4	wuweiwuhen	260183	31	12
lantaoss	5	sdlmb120	161446	837	31
lanym1	2	ytmhn	636955	5302	31
laocai_1229	1	jianxia004shijie	113673	103	11
laoli556	4	leemar99	108548	830	41
latchmyheart	5	tjmrxbhyk001	620260	9434	181
lb77914	1	lr8110183	213202	0	31
lc82711	3	benbo1997	275795	1567	12
lc_jxq	4	lc_zhjz	74501	458	12
lcp_zn	1	chengxianqing520	147616	0	241
lcy12cq	2	lcy12cq	363491	0	31
lcy811027	2	swm_cn	80160	0	31
leafyan	3	wyleafyan	75213	3308	41
leakey.hu	6	leakey.hu	510343	42	11
leitong2002	1	leitong2002	236523	20515	41
leixun2419	1	leixun37328218	384657	1579	11
leiyong704	6	minmin198518@163.com	193531	185	241
lennlenn12345	4	jujubelove777	370216	8755	11
lennlenn88888	4	jujubelove888	1070689	103592	11
lesliezj	1	xuyangyi_xyy	164781	115	41
lfiv02	4	556677iii	101335	252	11
lfwan520	1	shoushi1234	79827	191	41
lhb1975	1	40132869a	332257	4320	12
lhb79725	1	hb79727	160929	1473	11
lhc000003	1	lhc5888	203678	544	12
lhd0824	1	liuhandong2009	379299	697	41
lhw610238	4	lhw8968227	237130	828	41
lhwdali	3	bluewind1201	331956	716	241
lhzlb1008	2	liu6874488	400539	2220	31
liaiming521	5	xeee007109	107301	937	31
lianchengbi	5	baoqiang1981	131846	1842	11
lianer5201314	4	lianer5203344	238871	375	41
lianfeng6363298	6	zsj6362298	129215	1151	41
liang13580417293	3	13618442558	191839	566	41
liangjie924	2	hansonchenhsh	73585	1217	31
lianglaibin222	1	lianglaibin@2	83414	25	12
lianglaibin888	1	lianglaibin@1	236356	163	12
liangzhiguang	5	lzg93585	194145	1437	31
libo0024	5	2534886	108671	1350	31
libpliul	5	libpliul@sina.com	229899	1878	181
lichengmu126	1	qllvme	96163	644	11
lifangliang540	1	qty623cy114	141723	1310	241
ligang0829	4	zgl8869633	685279	385	11
liguofeng021	5	liguofeng008	198585	166	31
liguoling123	4	a13602737080	99416	336	41
lihexin000	2	travis19831015	699428	327	31
lihuahao1	5	lihuahao1	227334	439	241
lihui15901567522	2	lgx198177	73648	44	181
lihuizi_iloveyou	1	451865183@qq.com	125217	1352	12
lijianxiao	3	34693278520hy	172114	334	41
lijunjun1983	2	ping6639733	106365	625	31
likuibendan	1	ylylke	294214	3153	41
liling821130	4	gaoyuanlover	300868	192	41
lindj00011	1	lindj00011	152761	278	41
linfan1979	1	linfansmile	187210	955	11
lingang775	1	j13822411097	88889	305	11
lingfeng2233	4	zds20204	203779	26	12
lingling133	6	lingling133	397582	441	12
lingyuntian5858	2	lingyuntian6868	92302	1416	181
linning401	4	lalala404	262896	1107	181
linpinyq	4	348816659	607102	1193	41
linyuchen3000	1	linyuchen3800	361757	385	41
lirongguo	1	belovely898	298809	937	11
lisan0	1	gswumin	278419	2022	11
lisenyan831013	2	E19831013	142036	398	11
lisiyongdd	1	Xzg541211745Xyj	180522	373	12
liucb88	1	114689569	959490	0	12
liudan812	2	dasha812@163	233513	1474	31
liudinggen	1	liudinggen	678860	9847	11
liuhong322hi	4	liuhong322hi	4095446	0	12
liuhongbing0623	1	liuhongbing06230807	119999	283	41
liuhongfei111	2	liuhongfei521	350872	653	31
liuhuiying_110	5	jgyljb	384195	6284	31
liuhuiying_111	5	yaohong_13104005098	395385	2180	31
liujianjun68888	2	liujianjun68888	188404	163	241
liujing0071	2	meltcry1981	338520	474	31
liujingbo1	2	smnrena19870727	123616	40	241
liujingjsq1985	1	liujing1985	226233	1314	241
liujiufa21	3	fy19991214	140087	1238	41
liujun_333	1	tangyuefeng2	86047	757	41
liukairoger	2	yqw059340	308126	505	31
liuke2014	3	828lxr1	74734	115	12
liulilililili	4	155090448	135356	1184	11
liumengyuan1	2	liumengyuan01	163770	250	31
liuna1013	1	2982823cxd	159445	61	12
liurong33878bbb	1	15547393638	172321	4530	11
liusheng111	1	liusheng991313	323549	2015	11
liushifu	4	540032492a	128374	809	31
liuwei7998	1	lw79001637	553767	10603	11
liuxliu8888	3	ctdcai02	77882	363	241
liuxue404	3	caohua1087	256955	80	11
liuyi1535	5	liuyi6788	182421	666	31
liuyi459	4	850223888	153939	617	41
liuyi750101	2	cls4499	328331	442	31
liuyluofx	1	jiejieluofx	577012	2753	41
liuyong19710710	1	liuyong19710710	146840	237	41
liuyuyan52_7788	1	yimeipiaopiao02	486100	32492	11
liuzeguo	4	liuzeguo	548865	1433	12
liwkok	6	727596808	242931	68593	12
lixin7305	1	lixin7305jj	594662	52181	41
lixu820323	5	zkyhunter001	205342	510	31
lixuesongweiwei	5	yinlu00678	343164	205	31
liyansby	2	liyansbyily123	149715	128	31
liyidong003776	2	liyidong2009	105790	86	181
liyidong2006	2	liyidong2004	123451	875	181
liyidong8558	2	liyidong2012	230518	35	181
liyifeng001	1	liyifeng001	217898	1322	11
liyinan8866	1	liyinan8866	2059319	6920	241
liyongjiang	1	liyongjiang2008@126.com	474117	2179	241
lizhengquan988	6	lizhengchi@@	305680	775	41
lizhi_cq	1	lizhicq	107537	1506	41
lizhicq	1	297483691	570076	1894	41
lj1970	1	lifengjx882478@qq.com	149291	373	41
ljl4pp	2	ljq1985444	74303	252	31
ljychina	2	ljychina	438166	1302	31
ljychina10	2	ljychina10	127480	414	31
ljychina5	2	ljychina5	218883	1436	31
ljz1101	3	wd20030606	351812	391	41
lk12336	3	wodeliuliulk12336	439647	2962	241
llzzyj810109	2	zyj760904	343376	5967	31
lm771006003	5	30445585	550148	1297	31
longhua12	2	dehuiyc	97805	460	31
longwdx	2	longwdx	420840	920	31
longwdx111	2	lingxuxianke1	126857	229	31
longyunyang5	2	liuchuanshui02	87397	1037	31
longzai188	1	pheno9650	180019	211	11
louyongning	1	louyongning1973	191278	1365	41
love520520love	1	love219106	318253	1428	11
love820913	1	5031322	172433	800	12
loveh1982	2	lovew1982wft	101754	1315	31
loveivwsuuu	5	loveivwsuuu131421	187637	972	31
lovejinlan	6	27485606	105002	221	11
lovemei1	1	cn010833001	1586468	822	11
loveny999	4	zhucong0915	87908	800	12
lovepanmei	1	74003771	399710	108393	12
loversxyh	5	15953748656	284824	1768	31
lovew1982	2	LOVEW1982	729843	1469	31
lovexiangqi123	1	qq280340188	209842	1380	41
loveyiqiong	1	188113030	307930	653	41
lp350943705	6	lovestorymllp1314	186825	1273	12
lrq218	3	cylrq1980	156056	172	11
lsp200818	1	jsly369	553780	282	241
lst1970	4	cmlst18165941	379280	1791	41
luligo6	4	luligo2	129452	338	41
luligo88	4	luligo1	141126	403	41
luoma2005	1	luoma2005310	482898	1117	241
luopyjn1311	1	luopyjn	126675	1499	41
luoshaobin	4	luoshaojie_1986	99793	1328	12
luosuf	3	luosuf	66893	429	11
lutingwei999	1	lutingwei19810931	158688	1319	12
luyang_212	5	elvagl_219	143707	1446	31
luyi19811222	1	woyounanhao	149323	386	11
lv8815666	2	bailibingchuan	3365151	6652	31
lvming45601601	1	guoying20051006	91590	85	241
lvyouling2	1	tingfengsuiyun01	134395	1690	11
lw164286815	6	hppotterhp03	343071	899	241
lwp19941104	2	lyw5906	233514	411	31
lwq5653	4	mhgd.20	110662	3108	12
lx30123	2	lx30123	192322	1118	31
lx30127	2	lx30127	86183	0	31
lx851126	1	lx851126	158287	485	41
lxb5555	2	lxb_109	439977	4053	31
lxd_0309	4	lixd_0309	785354	47223	241
lxf771229	2	447393252l	239412	1943	31
lxh1972	2	kuaijxwb19720119	359591	8334	31
lxwer007	1	ha24481408	76616	80	12
lxx1985312	5	yoya_tarry2	107985	1346	31
lxx690724	4	lxx690724@126.com	867446	3046	12
lxy70521	5	hshsluo1012	95164	62	31
ly3250	1	8865294	78856	769	12
lyanx20	6	nanchongshi_2005	322069	1023	41
lybxf1021	1	gct7503021	191463	1932	41
lyf8610887	3	thlsj0001	436339	458	11
lyh721025	3	lyh19721025	170961	61	11
lyluckyboy	2	huahuataisui13	521557	2633	31
lytaiji	5	king13542	747808	2604	31
lzblovexcy1979	2	ldz7227	126553	1731	31
lzh_19800923	6	luozonghai_02	405846	419	241
lzj123456	6	lzj123456	66161	1671	12
lzm060522	5	mj200528@sina.com	206322	824	41
lzp1206	4	qiqiqi0258	316541	389	241
lzr_19750827	4	llhappy1314	212292	10899	41
lzx20051002	1	lzx20051002	158401	703	241
lzy13466565735	6	lovestoryml	155380	432	12
lzy8861030	4	13922831313	257829	68	241
mahong168	1	ruyu307	315342	24541	12
maidonghuashan	4	maidong0001	94579	4036	11
maidonglanhuacao	4	maidong0002	407123	18085	11
maike87545684	1	wjbb001	66566	881	41
maisha3	4	sunshuqi888888	455435	922	31
manbuchong	1	hefeng424	137242	651	11
maning1000	5	maning1000	71808	4750	31
manwu111	1	lianboxn	421264	2920	41
maojiayin520	1	5726362	750783	3784	241
maolixiajx	4	maolixiajx_369	531661	13338	241
margolzhe	5	margolzhe	68004	670	31
marshal06	4	zds10104	116389	419	181
marskunlun	4	bby88588	213942	579	12
mashaoqin2006	1	371667943	91462	710	12
math97lyj	3	luyongjie2008	254361	5326	12
mawenyuemmm	1	mawenyuemm8	1174230	2122	41
maxiaoyong6695	2	zsj88188	769954	20842	41
maxin9383	3	11034310	109338	1434	241
mayong8124225	1	my4202755	120750	1370	41
mayun4373	1	my_910	282954	1480	11
mcm6018	4	17658198	181124	435	241
mczhouyijun	4	zy65456	93433	569	11
mei666666	2	b258096096	276452	1500	31
mengqingjiang	2	4991780	95408	1470	31
mftchzy19840622	3	mfhzhy840622	774220	6749	41
mgl123	4	blflyv	529558	384	12
mhxlxj	5	tjdgqq1	94536	33	31
mianyangzai	4	Allenling0408	113590	747	12
miaoyun1	1	huanghuan198502	116589	1482	12
michael0916	2	lxb_wz999	156500	1500	31
mifeng0773	1	zxdmifeng0773	130225	1317	41
mikewolf007	2	wuy_nankai@hotmail.com	235273	1500	31
mirabel	3	zongxqm	202988	4906	12
misshui55d	3	misshui6d	73633	364	11
misshuid1tm	3	misshui3th	136548	34	11
mmm___520	1	e42423771	178981	800	41
mmmammma	1	mmmammma009	1037492	518	241
mmmmok12345	6	xiaoyao12345678a	244435	437	41
mmmzzz	1	mmmzzz	59879	360	41
modelsun2	4	modelsun@qq.com1	171820	6193	41
mofang9140	1	15972028689	170893	1378	11
momo1000	6	lnsq2009520	232330	383	12
monicajian	4	junjun658888	718341	2132	12
mooncake84nick	6	milk072044	66315	414	41
moonlight1984	2	moonlight1984	162554	848	31
mslwblizzard	3	mslwblizzard4	466788	1369	241
msx5525	1	zdx67625525	91412	330	11
mt520cc	3	yxy520cc	203000	2132	11
mydarkhero	1	pauleoxia1	109814	1016	41
myf1973	4	15571658300	274146	601	241
mymdlz369	1	mdmy369	296408	1212	41
n_lj1121	1	13170406823	138464	1335	11
nan_nan_cs	2	nan_nan_cs	83097	1865	31
nanchongxiaomin	2	nzyjdxming	391069	184	31
nbjx359249	4	bzh19790117	642140	447	12
neo1986	1	neo19860210	151759	1406	41
netrover	1	ynj1998	358847	100	12
newgod	3	xiansea	105728	269	11
niannianzhuqian	6	milk820923	190033	2757	41
nieyuhao511025	1	lanyichen511025	1309842	3090	11
nikonikodo	4	xkm2010	463097	49	41
ningmeng522	6	wanzhao01	60289	1528	11
ningzuqi	3	liuyu830716@163	450435	1319	11
ninini66	3	jiansha3000	82021	1267	11
nisheng	5	chmn3313	226968	638	31
nitian_1	6	luozonghai_03	155622	1167	241
niuroufen	4	zds10101	453595	816	241
njcqf22	4	njcqf	2004319	50	11
njcqf222	4	njcqf3	618079	1745	11
njcqf555	4	njcqfaaa	266037	1455	11
njljh1971	3	njljh2009	560197	5467	11
njx23853664	4	njx690441	952722	2564	41
nopurple	6	erziliaohongwei	641071	661	41
nx_70727	5	nixin70727_01	165555	657	241
nxl999	3	yjyd01	251341	1218	241
okaaa258258	3	yjl73100	206287	1952	41
okokokchbchb	5	okokokchbchb	160497	1841	31
oksabi450	5	ys25256074	107634	1069	31
oldwall_chen	1	qhdyue4056	219800	25	11
oon147	2	cls7722	97493	1053	31
ooobsbjp84	6	lnsq2009002	73704	534	12
organizer25	5	lalblc9999	567632	1659	31
ouzhengtang110	1	huangchangfang111	199368	418	12
ownner1	1	888tianxue	82961	987	241
pan78169466	1	sln780416	316119	1026	11
pangj1974	3	pangj1974	275441	1773	41
pangziwkp	3	13584700148	1079440	2004	11
panmer2008	4	308884220	108895	535	41
panmingdong2	4	zhoujianwei1	58993	149	12
parkerjiang	4	su_jingdong	360088	890	41
passways9	1	peng022peng	108918	205	241
patekphilippe3	5	tongwenwu110	198089	832	31
penggai	5	houxuepeng	209262	5064	31
pengtuo	4	422050781	180908	1139	11
pengxu314303220	4	lrh19850405	596931	4072	11
pengzhong711	3	59885629	174299	1247	12
petrel_520	4	zy55252	346974	257	241
pi0918	2	tfn51344	212777	1378	31
pioneer111	3	960582ad	150132	2925	41
pipeline	1	mmmammma010	319276	414	241
pirceen	2	qq9688	79725	139	31
pjg0329	3	pjg0329	170257	750	11
pjjiaoshi	1	66399175	63351	1068	41
plldyy	6	woaidanxiang	236676	412	11
powerbyyou2	1	powerbyyou1	208855	1140	41
pp3311	4	pp3311	101253	1339	41
pp831026841125pp	1	pp831026841125pp123	123659	2703	41
pppp1979	3	136982732689	1061808	24247	241
proudchinaliuyan	5	proudchina19810111	169769	9815	41
puanmm_001	1	jytv2000	197100	1187	11
pynh001	2	madongfa001	160593	253	31
q0012300123	1	9376306	225857	469	241
q34250119	1	zhangtong20091	494574	2992	11
qbt385566933qbt	6	55718650	80209	396	11
qdpqdp_dk	6	chaiyuan2007	207744	375	241
qepstx	1	574592933	224987	2732	31
qepstx3975	1	9343251	464639	4916	241
qfy99887766	1	pin19832316	260865	1512	11
qgsshao	1	shanj55	803455	1373	241
qgw2005	1	qgw200901	61082	79	41
qhyhlysdyx6080	3	lysdyx0000	448225	402	41
qibing888	1	tyflchtzs7	64197	468	41
qijianguo3167013	2	zhmjxsj118	192608	677	31
qijiq9	1	qijiq7	304914	2989	11
qing1215xiao	2	chenbosheji	366950	0	31
qingfeng731223	2	qingfeng7312231	488790	28	31
qinglqing	1	qinglqing3003	423916	15342	41
qingshuang	1	penglongyao	223238	904	41
qinjiefx	4	zzq6988542	199663	1524	11
qinxujiezhangli	1	qinxujiezhangli	145425	65	31
qitaiqitai	2	qitaiqitai3	510450	50038	31
qjdc200615	1	jackey8266	459783	5052	241
qjlyyxem	1	jsly203	2537219	4666	241
qq317902603	1	qqshou2008	90221	433	41
qq730418qq	1	8716928	192884	351	41
qqqwwwluoqi00	4	qqqwwwluoqi00	648624	9564	41
qswz33	1	qswz801	347352	1321	241
qswz555	1	qswz803	165803	843	241
qswz556	1	qswz802	153031	402	241
quezhenzhen	4	zds202076	109858	232	12
qweqwe19840	1	QQ13830305810	69975	376	41
qxjzl58585888	1	qxjzl58585888	183945	679	31
qyyyzazayhyh	5	qyyyzazayh	304539	537	31
qzdlzm	3	suxm2	236525	1500	41
renk1987	4	86452113	206177	260	41
renyong3715051	1	13786165	179412	1600	12
retachuanwang163	5	QZ373058384	247523	364	31
ringsssaa	1	wybringss	245970	339	241
rmi12345	1	rming10	235549	622	11
rnyao888	2	2yaomei	65176	314	31
robsin888	1	crress	149141	193	241
rockyoursoul	2	rockyourheart	90355	757	31
rongtooh	1	mengzhongyoufeng	96555	3442	41
rongtoot	1	suiyueruge02	96533	2222	41
rowa1130718	4	msy20201	240191	122	12
rq0003	4	zds202075	117800	248	41
rstz_y	3	ksyxt0766973	475694	13400	11
ruiruide	6	wuwenz	298610	34	41
rujishan2	2	rujishan2009	62806	2711	12
ruoqi2871	5	laogen95599	117177	2755	31
ruyu307	1	Mahong168	132231	5057	12
ry829655	5	zhujinlai8	291639	1028	31
ryj618	4	ryj930618	1719470	663	41
ryuryu	1	dd011148	128992	1418	41
sab2122684	1	caohankun2008	200868	284	11
sailor_guo	1	tongtong_guo3	264532	1032	11
samjoan120	4	gdzq2621829	143563	7994	12
samuel0729	3	samuel0739	164404	1496	12
sanricky	1	san@@	59223	1469	12
scbjxl3	1	chunbi202	234910	2904	12
scbyysh666	1	scbyyxm001	153636	1264	41
sdf831101	1	zhanbaggio	365076	723	12
senna_wong	3	Senna	242970	5055	11
senus10000	6	senus10000	377685	8514	11
sexli88li123	3	13427666	66275	202	11
sfq670517	2	sfq670517a	640903	1761	31
sfq670517b	2	sfq670517g	245684	1425	31
sg2159816	2	sg965203	135129	2849	41
sh19791212	2	sh2008zw	3177987	0	31
shangying3088	1	zxcvbnm32552000	155526	450	41
shanj5	1	shanj555	259173	1717	241
shaojing52	4	zz933000	297312	1570	11
shaoxiaohua520	6	chaojiwanjia9528	127716	2226	12
shark898	6	7g8g797	269129	3312	41
shb_7777	1	sunhaobo7777	992702	1053	11
shc12345	4	linwu50225576	96068	28	41
she530	4	she98989	165337	184	41
shen_0377	4	839530940	94279	1152	41
shenbin6600419	4	197711180015	64766	931	11
shends20042sds	4	41927559	331140	6060	12
shentao0129	1	shentao0129	273191	1605	12
shgvip	1	zuowei120	323527	777	241
shimingfeng01	5	smf0412	428425	320	31
shiningboy	1	shiningboy	367571	329	41
shizhiwuye	2	shizhiwuye@126.com	315149	541	31
shudong1234	2	uyhg3	144771	441	181
shuhaibo	6	shuhaibo1234	184326	1276	41
shutj691	3	yjyd21	596623	3990	241
sinyaod123	4	sinyaod123	147851	1221	241
siqiqi	3	zghbxgtpj	220334	1213	12
sitinger	1	iori_1013	337174	4659	11
sjb2032209	2	qw_15935765062	319201	327	31
sjm197592929588	2	swl194212swl	233314	1757	31
sk8929	1	lzj8927	453820	1500	41
sky1979	1	luolintian2009	281535	375	41
sky19811219	1	xiaotianxia1981@	141801	1172	41
skyduan1515	6	baibu530	145707	469	11
sl6681681	1	jslydhs	306354	1251	241
sl770715193	3	xcshy5280656	171371	1355	41
slmcmx	1	lgsony1	379730	12188	12
slsmsly	1	slsmbny	69499	2529	12
smtang	1	mytang3	67033	1332	41
snoweager02	2	609815036x	162169	1358	41
snowtian4a5b	1	tianxue444linlin	179757	1636	241
song23	2	xdhw0085	415677	1109	31
songhao888	3	songhao777	427017	1799	41
songlei668	4	yinlei100	89058	448	241
sorukyo	5	yiyang.19@163.com	129147	284	41
souluosi0353	2	wyq4266201	181004	6095	12
sp987654321	4	zds202070	173651	450	41
space_78	2	game518600	463786	1428	181
spowerchb	6	13806233799	139374	1515	11
sqh820602	4	sxh13450434458	119280	832	241
sqhbbzxcvbnm	5	gaiyanxin0903	219350	725	12
sqyong12345	5	zhuzhujinku	118594	250	31
sryp1978	4	90613131333	218370	1430	11
ssqsljsyz	5	cc14632235	334632	1229	31
ssqsljsyz2	5	cx14632235	445491	766	31
sssita	1	sita50257124	136565	88	12
stallone8	1	sakal_001	176364	1473	41
steve8088	1	a1b2c3yf02	200923	392	11
steve_wc7979	1	steve_wc7979	86754	128	241
stoneegg	1	SSTONEEGGG	360283	3371	11
story070	1	zhangbo20080204	570502	131	241
suenchaomin	2	ma13014606705	345263	1514	241
suf20012006	1	sunfeng19802005	349010	4674	41
sugarboys666	6	lnsq2009001	55929	38	12
suhuahua	2	aaadlk	204838	4696	12
suiyuantw	2	suiyuan5956990	78346	2316	31
sukura_su	1	sukura_su	108358	626	11
sumen789	1	sumen999	547754	10683	41
sumeram	4	zhouguo5201314	296467	70	11
sun757677	4	sc402341462	468937	1246	241
sungyh129	4	liljay1987	377309	133	12
sunhao119	4	zy996969	131825	2369	11
sunjiani1987	4	sungyh426	66587	463	12
sunli8765	6	slcwjc03	593314	39306	241
sunlizhun1972	4	abs5609208	240855	316	12
sunny502	1	1581966856100	105284	7144	12
sunyb1	5	zhuyy6796001	187830	1342	31
suoluosi12345	2	suoluosixh1234	280893	1331	12
suoxin5566	1	xuxu3395577	218356	1510	41
suzuki79	6	sm315345755	203713	125	241
sxg6130	4	wys0108	63281	136	31
